paper_title,author_links,author_stats
Rethinking Architecture Selection in Differentiable NAS,"['https://www.semanticscholar.org/author/Minhao-Cheng/2424698', 'https://www.semanticscholar.org/author/Cho-Jui-Hsieh/1793529', 'https://www.semanticscholar.org/author/Ruochen-Wang/1655400088']","[{'Publications': '24', 'h-index': '8', 'Citations': '604', 'Highly Influential Citations': '77'}, {'Publications': '229', 'h-index': '48', 'Citations': '17,713', 'Highly Influential Citations': '2,293'}, {'Publications': '6', 'h-index': '3', 'Citations': '20', 'Highly Influential Citations': '4'}]"
Grounding Physical Concepts of Objects and Events Through Dynamic Visual Reasoning,"['https://www.semanticscholar.org/author/K.-K.-Wong/2110501410', 'https://www.semanticscholar.org/author/J.-Tenenbaum/1763295', 'https://www.semanticscholar.org/author/Zhenfang-Chen/2111329651', 'https://www.semanticscholar.org/author/Jiayuan-Mao/13589371', 'https://www.semanticscholar.org/author/Chuang-Gan/2056157586', 'https://www.semanticscholar.org/author/Jiajun-Wu/2110435874']","[{'Publications': '151', 'h-index': '25', 'Citations': '2,188', 'Highly Influential Citations': '202'}, {'Publications': '688', 'h-index': '99', 'Citations': '54,116', 'Highly Influential Citations': '4,400'}, {'Publications': '3', 'h-index': '1', 'Citations': '4', 'Highly Influential Citations': '0'}, {'Publications': '26', 'h-index': '10', 'Citations': '941', 'Highly Influential Citations': '101'}, {'Publications': '10', 'h-index': '3', 'Citations': '14', 'Highly Influential Citations': '0'}, {'Publications': '19', 'h-index': '3', 'Citations': '47', 'Highly Influential Citations': '2'}]"
Byzantine-Resilient Non-Convex Stochastic Gradient Descent,"['https://www.semanticscholar.org/author/Dan-Alistarh/3311387', 'https://www.semanticscholar.org/author/Faeze-Ebrahimian/2042626511', 'https://www.semanticscholar.org/author/Zeyuan-Allen-Zhu/1388725932', 'https://www.semanticscholar.org/author/J.-Li/46276596']","[{'Publications': '153', 'h-index': '22', 'Citations': '2,862', 'Highly Influential Citations': '341'}, {'Publications': '1', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '1'}, {'Publications': '52', 'h-index': '24', 'Citations': '2,746', 'Highly Influential Citations': '504'}, {'Publications': '40', 'h-index': '12', 'Citations': '765', 'Highly Influential Citations': '82'}]"
ECONOMIC HYPERPARAMETER OPTIMIZATION WITH BLENDED SEARCH STRATEGY,"['https://www.semanticscholar.org/author/Chi-Wang/2116627318', 'https://www.semanticscholar.org/author/A.-Saied/40129962']","[{'Publications': '3', 'h-index': '2', 'Citations': '19', 'Highly Influential Citations': '3'}, {'Publications': '7', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '1'}]"
When Do Curricula Work?,"['https://www.semanticscholar.org/author/Xiaoxia-Wu/2107938571', 'https://www.semanticscholar.org/author/Behnam-Neyshabur/3007442', 'https://www.semanticscholar.org/author/Ethan-Dyer/52136425']","[{'Publications': '10', 'h-index': '7', 'Citations': '256', 'Highly Influential Citations': '21'}, {'Publications': '38', 'h-index': '23', 'Citations': '3,768', 'Highly Influential Citations': '462'}, {'Publications': '40', 'h-index': '17', 'Citations': '781', 'Highly Influential Citations': '46'}]"
Learning Long-term Visual Dynamics with Region Proposal Interaction Networks,"['https://www.semanticscholar.org/author/Haozhi-Qi/7217794', 'https://www.semanticscholar.org/author/Xiaolong-Wang/122024152', 'https://www.semanticscholar.org/author/Deepak-Pathak/38236002', 'https://www.semanticscholar.org/author/J.-Malik/153652147', 'https://www.semanticscholar.org/author/Yi-Ma/1845785824']","[{'Publications': '11', 'h-index': '6', 'Citations': '2,316', 'Highly Influential Citations': '382'}, {'Publications': '28', 'h-index': '6', 'Citations': '230', 'Highly Influential Citations': '36'}, {'Publications': '45', 'h-index': '18', 'Citations': '6,366', 'Highly Influential Citations': '796'}, {'Publications': '63', 'h-index': '26', 'Citations': '35,041', 'Highly Influential Citations': '4,180'}, {'Publications': '20', 'h-index': '3', 'Citations': '29', 'Highly Influential Citations': '1'}]"
Modeling the Second Player in Distributionally Robust Optimization,"['https://www.semanticscholar.org/author/Graham-Neubig/1700325', 'https://www.semanticscholar.org/author/Paul-Michel/144397625', 'https://www.semanticscholar.org/author/T.-Hashimoto/3056528']","[{'Publications': '484', 'h-index': '50', 'Citations': '8,495', 'Highly Influential Citations': '992'}, {'Publications': '18', 'h-index': '10', 'Citations': '921', 'Highly Influential Citations': '100'}, {'Publications': '52', 'h-index': '18', 'Citations': '1,603', 'Highly Influential Citations': '170'}]"
Multivariate Probabilistic Time Series Forecasting via Conditioned Normalizing Flows,"['https://www.semanticscholar.org/author/Abdul-Saboor-Sheikh/33688151', 'https://www.semanticscholar.org/author/Roland-Vollgraf/2742129', 'https://www.semanticscholar.org/author/K.-Rasul/4565995', 'https://www.semanticscholar.org/author/I.-Schuster/32362019', 'https://www.semanticscholar.org/author/Urs-Bergmann/35959543']","[{'Publications': '26', 'h-index': '10', 'Citations': '248', 'Highly Influential Citations': '16'}, {'Publications': '36', 'h-index': '13', 'Citations': '4,216', 'Highly Influential Citations': '1,043'}, {'Publications': '10', 'h-index': '5', 'Citations': '3,282', 'Highly Influential Citations': '820'}, {'Publications': '24', 'h-index': '6', 'Citations': '125', 'Highly Influential Citations': '14'}, {'Publications': '23', 'h-index': '9', 'Citations': '394', 'Highly Influential Citations': '47'}]"
Estimating Treatment Effects via Orthogonal Regularization,"['https://www.semanticscholar.org/author/S.-Feuerriegel/3207649', 'https://www.semanticscholar.org/author/Tobias-Hatt/102234250']","[{'Publications': '146', 'h-index': '22', 'Citations': '1,627', 'Highly Influential Citations': '74'}, {'Publications': '6', 'h-index': '2', 'Citations': '13', 'Highly Influential Citations': '0'}]"
"Few-Shot Learning via Learning the Representation, Provably","['https://www.semanticscholar.org/author/S.-Du/145697585', 'https://www.semanticscholar.org/author/S.-Kakade/144695232', 'https://www.semanticscholar.org/author/Wei-Hu/1486300471', 'https://www.semanticscholar.org/author/J.-Lee/2421201', 'https://www.semanticscholar.org/author/Qi-Lei/144438755']","[{'Publications': '94', 'h-index': '30', 'Citations': '3,985', 'Highly Influential Citations': '555'}, {'Publications': '221', 'h-index': '68', 'Citations': '19,084', 'Highly Influential Citations': '2,573'}, {'Publications': '66', 'h-index': '7', 'Citations': '191', 'Highly Influential Citations': '10'}, {'Publications': '131', 'h-index': '43', 'Citations': '7,068', 'Highly Influential Citations': '880'}, {'Publications': '36', 'h-index': '15', 'Citations': '842', 'Highly Influential Citations': '122'}]"
One Network Fits All? Modular versus Monolithic Task Formulations in Neural Networks,"['https://www.semanticscholar.org/author/Abhimanyu-Das/2512591', 'https://www.semanticscholar.org/author/Qiuyi-Zhang/47834987', 'https://www.semanticscholar.org/author/Atish-Agarwala/33612913']","[{'Publications': '42', 'h-index': '12', 'Citations': '1,078', 'Highly Influential Citations': '134'}, {'Publications': '18', 'h-index': '7', 'Citations': '150', 'Highly Influential Citations': '7'}, {'Publications': '14', 'h-index': '5', 'Citations': '201', 'Highly Influential Citations': '6'}]"
What are the Statistical Limits of Offline RL with Linear Function Approximation?,"['https://www.semanticscholar.org/author/Ruosong-Wang/3437308', 'https://www.semanticscholar.org/author/D.-Foster/145346320', 'https://www.semanticscholar.org/author/S.-Kakade/144695232']","[{'Publications': '10', 'h-index': '5', 'Citations': '81', 'Highly Influential Citations': '6'}, {'Publications': '193', 'h-index': '50', 'Citations': '9,139', 'Highly Influential Citations': '753'}, {'Publications': '221', 'h-index': '68', 'Citations': '19,084', 'Highly Influential Citations': '2,573'}]"
Contemplating Real-World Object Classification,['https://www.semanticscholar.org/author/A.-Borji/3177797'],"[{'Publications': '170', 'h-index': '43', 'Citations': '10,390', 'Highly Influential Citations': '1,077'}]"
Learning Energy-Based Generative Models via Coarse-to-Fine Expanding and Sampling,[],[]
Learning to Deceive Knowledge Graph Augmented Models via Targeted Perturbation,"['https://www.semanticscholar.org/author/Xiang-Ren/1384550891', 'https://www.semanticscholar.org/author/Siddhant-Agarwal/48719670', 'https://www.semanticscholar.org/author/Mrigank-Raman/1838175151']","[{'Publications': '79', 'h-index': '16', 'Citations': '1,376', 'Highly Influential Citations': '189'}, {'Publications': '14', 'h-index': '3', 'Citations': '30', 'Highly Influential Citations': '3'}, {'Publications': '6', 'h-index': '1', 'Citations': '4', 'Highly Influential Citations': '0'}]"
Seq2Tens: An Efficient Representation of Sequences by Low-Rank Tensor Projections,"['https://www.semanticscholar.org/author/H.-Oberhauser/2563982', 'https://www.semanticscholar.org/author/Csaba-T%C3%B3th/2057159814', 'https://www.semanticscholar.org/author/Patric-Bonnier/121527112']","[{'Publications': '49', 'h-index': '14', 'Citations': '636', 'Highly Influential Citations': '65'}, {'Publications': '4', 'h-index': '2', 'Citations': '24', 'Highly Influential Citations': '3'}, {'Publications': '5', 'h-index': '2', 'Citations': '9', 'Highly Influential Citations': '1'}]"
FOCAL: Efficient Fully-Offline Meta-Reinforcement Learning via Distance Metric Learning and Behavior Regularization,"['https://www.semanticscholar.org/author/Lanqing-Li/50703720', 'https://www.semanticscholar.org/author/Rui-Yang/145094495', 'https://www.semanticscholar.org/author/Dijun-Luo/2061549073']","[{'Publications': '5', 'h-index': '2', 'Citations': '33', 'Highly Influential Citations': '0'}, {'Publications': '6', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '10', 'h-index': '1', 'Citations': '5', 'Highly Influential Citations': '1'}]"
Efficient Empowerment Estimation for Unsupervised Stabilization,"['https://www.semanticscholar.org/author/Ruihan-Zhao/66316009', 'https://www.semanticscholar.org/author/Stas-Tiomkin/3266876', 'https://www.semanticscholar.org/author/Kevin-Lu/144106248', 'https://www.semanticscholar.org/author/P.-Abbeel/1689992']","[{'Publications': '9', 'h-index': '2', 'Citations': '13', 'Highly Influential Citations': '0'}, {'Publications': '19', 'h-index': '5', 'Citations': '113', 'Highly Influential Citations': '3'}, {'Publications': '9', 'h-index': '3', 'Citations': '22', 'Highly Influential Citations': '2'}, {'Publications': '484', 'h-index': '112', 'Citations': '54,666', 'Highly Influential Citations': '6,819'}]"
Learning with Feature-Dependent Label Noise: A Progressive Approach,"['https://www.semanticscholar.org/author/Pengxiang-Wu/2498892', 'https://www.semanticscholar.org/author/Songzhu-Zheng/48161623', 'https://www.semanticscholar.org/author/Mayank-Goswami/2512248', 'https://www.semanticscholar.org/author/Yikai-Zhang/2108547806']","[{'Publications': '40', 'h-index': '12', 'Citations': '329', 'Highly Influential Citations': '29'}, {'Publications': '6', 'h-index': '3', 'Citations': '29', 'Highly Influential Citations': '3'}, {'Publications': '42', 'h-index': '9', 'Citations': '242', 'Highly Influential Citations': '14'}, {'Publications': '12', 'h-index': '4', 'Citations': '32', 'Highly Influential Citations': '2'}]"
Theoretical bounds on estimation error for meta-learning,"['https://www.semanticscholar.org/author/Irene-Kameni/1995260997', 'https://www.semanticscholar.org/author/James-Lucas/145202377', 'https://www.semanticscholar.org/author/R.-Zemel/1804104', 'https://www.semanticscholar.org/author/Mengye-Ren/2540599', 'https://www.semanticscholar.org/author/T.-Pitassi/1695317']","[{'Publications': '1', 'h-index': '1', 'Citations': '5', 'Highly Influential Citations': '0'}, {'Publications': '12', 'h-index': '7', 'Citations': '483', 'Highly Influential Citations': '80'}, {'Publications': '226', 'h-index': '60', 'Citations': '30,861', 'Highly Influential Citations': '3,496'}, {'Publications': '36', 'h-index': '17', 'Citations': '2,533', 'Highly Influential Citations': '352'}, {'Publications': '212', 'h-index': '50', 'Citations': '9,831', 'Highly Influential Citations': '882'}]"
Neural Pruning via Growing Regularization,"['https://www.semanticscholar.org/author/Yulun-Zhang/2108094463', 'https://www.semanticscholar.org/author/Y.-Fu/144015161', 'https://www.semanticscholar.org/author/Huan-Wang/2113268674', 'https://www.semanticscholar.org/author/Can-Qin/12282768']","[{'Publications': '22', 'h-index': '5', 'Citations': '126', 'Highly Influential Citations': '7'}, {'Publications': '200', 'h-index': '25', 'Citations': '1,777', 'Highly Influential Citations': '86'}, {'Publications': '21', 'h-index': '7', 'Citations': '124', 'Highly Influential Citations': '20'}, {'Publications': '19', 'h-index': '6', 'Citations': '108', 'Highly Influential Citations': '12'}]"
Neurally Augmented ALISTA,"['https://www.semanticscholar.org/author/Freya-Behrens/40976246', 'https://www.semanticscholar.org/author/J.-Sauder/39812434', 'https://www.semanticscholar.org/author/P.-Jung/2054660189']","[{'Publications': '5', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '0'}, {'Publications': '61', 'h-index': '11', 'Citations': '443', 'Highly Influential Citations': '26'}, {'Publications': '123', 'h-index': '18', 'Citations': '2,041', 'Highly Influential Citations': '130'}]"
Theoretical Analysis of Self-Training with Deep Networks on Unlabeled Data,"['https://www.semanticscholar.org/author/Kendrick-Shen/1992682771', 'https://www.semanticscholar.org/author/Tengyu-Ma/1901958', 'https://www.semanticscholar.org/author/Yining-Chen/2108965426', 'https://www.semanticscholar.org/author/Colin-Wei/3460405']","[{'Publications': '3', 'h-index': '1', 'Citations': '25', 'Highly Influential Citations': '5'}, {'Publications': '179', 'h-index': '40', 'Citations': '5,938', 'Highly Influential Citations': '787'}, {'Publications': '59', 'h-index': '15', 'Citations': '821', 'Highly Influential Citations': '89'}, {'Publications': '20', 'h-index': '10', 'Citations': '691', 'Highly Influential Citations': '111'}]"
Better Fine-Tuning by Reducing Representational Collapse,"['https://www.semanticscholar.org/author/Anchit-Gupta/3377939', 'https://www.semanticscholar.org/author/Akshat-Shrivastava/1519979046', 'https://www.semanticscholar.org/author/Luke-Zettlemoyer/1982950', 'https://www.semanticscholar.org/author/Armen-Aghajanyan/2201435', 'https://www.semanticscholar.org/author/Naman-Goyal/39589154', 'https://www.semanticscholar.org/author/S.-Gupta/2701297']","[{'Publications': '10', 'h-index': '4', 'Citations': '194', 'Highly Influential Citations': '24'}, {'Publications': '9', 'h-index': '3', 'Citations': '40', 'Highly Influential Citations': '4'}, {'Publications': '196', 'h-index': '68', 'Citations': '26,906', 'Highly Influential Citations': '5,132'}, {'Publications': '12', 'h-index': '6', 'Citations': '163', 'Highly Influential Citations': '22'}, {'Publications': '27', 'h-index': '11', 'Citations': '5,715', 'Highly Influential Citations': '1,724'}, {'Publications': '25', 'h-index': '15', 'Citations': '831', 'Highly Influential Citations': '113'}]"
On the Critical Role of Conventions in Adaptive Human-AI Collaboration,"['https://www.semanticscholar.org/author/J.-Kondic/1910920876', 'https://www.semanticscholar.org/author/S.-Ermon/2490652', 'https://www.semanticscholar.org/author/Arjun-Sawhney/31254551', 'https://www.semanticscholar.org/author/Dorsa-Sadigh/1779671', 'https://www.semanticscholar.org/author/Andy-Shih/145117953']","[{'Publications': '7', 'h-index': '2', 'Citations': '12', 'Highly Influential Citations': '0'}, {'Publications': '238', 'h-index': '42', 'Citations': '8,304', 'Highly Influential Citations': '1,119'}, {'Publications': '4', 'h-index': '2', 'Citations': '5', 'Highly Influential Citations': '0'}, {'Publications': '84', 'h-index': '23', 'Citations': '2,035', 'Highly Influential Citations': '121'}, {'Publications': '12', 'h-index': '7', 'Citations': '165', 'Highly Influential Citations': '25'}]"
Meta-learning with negative learning rates,['https://www.semanticscholar.org/author/A.-Bernacchia/1872208'],"[{'Publications': '35', 'h-index': '13', 'Citations': '1,429', 'Highly Influential Citations': '123'}]"
Random Feature Attention,"['https://www.semanticscholar.org/author/Roy-Schwartz/4671928', 'https://www.semanticscholar.org/author/Dani-Yogatama/1755465', 'https://www.semanticscholar.org/author/Lingpeng-Kong/47648549', 'https://www.semanticscholar.org/author/Hao-Peng/1818378366', 'https://www.semanticscholar.org/author/Nikolaos-Pappas/1680075', 'https://www.semanticscholar.org/author/Noah-A.-Smith/1685669']","[{'Publications': '34', 'h-index': '19', 'Citations': '2,090', 'Highly Influential Citations': '344'}, {'Publications': '47', 'h-index': '24', 'Citations': '5,502', 'Highly Influential Citations': '577'}, {'Publications': '39', 'h-index': '17', 'Citations': '1,437', 'Highly Influential Citations': '153'}, {'Publications': '18', 'h-index': '11', 'Citations': '1,179', 'Highly Influential Citations': '150'}, {'Publications': '35', 'h-index': '7', 'Citations': '147', 'Highly Influential Citations': '7'}, {'Publications': '54', 'h-index': '15', 'Citations': '887', 'Highly Influential Citations': '99'}]"
Contrastive  Learning  with Adversarial Perturbations for Conditional Text Generation,"['https://www.semanticscholar.org/author/Sung-Ju-Hwang/35788904', 'https://www.semanticscholar.org/author/Seanie-Lee/1472875852', 'https://www.semanticscholar.org/author/Dong-Bok-Lee/2115673552']","[{'Publications': '89', 'h-index': '22', 'Citations': '1,834', 'Highly Influential Citations': '208'}, {'Publications': '7', 'h-index': '4', 'Citations': '61', 'Highly Influential Citations': '9'}, {'Publications': '6', 'h-index': '2', 'Citations': '21', 'Highly Influential Citations': '2'}]"
SOLAR: Sparse Orthogonal Learned and Random Embeddings,"['https://www.semanticscholar.org/author/Anshumali-Shrivastava/4260659', 'https://www.semanticscholar.org/author/Beidi-Chen/4319427', 'https://www.semanticscholar.org/author/Tharun-Medini/51491077']","[{'Publications': '122', 'h-index': '18', 'Citations': '1,556', 'Highly Influential Citations': '141'}, {'Publications': '17', 'h-index': '6', 'Citations': '110', 'Highly Influential Citations': '5'}, {'Publications': '18', 'h-index': '3', 'Citations': '49', 'Highly Influential Citations': '7'}]"
