paper_title,author_links,author_stats
On Low Rank Directed Acyclic Graphs and Causal Structure Learning,"['https://www.semanticscholar.org/author/Yue-Liu/100576986', 'https://www.semanticscholar.org/author/Zhitang-Chen/2827164', 'https://www.semanticscholar.org/author/Shengyu-Zhu/145239435', 'https://www.semanticscholar.org/author/Y.-He/2769393', 'https://www.semanticscholar.org/author/Zhuangyan-Fang/1382582145', 'https://www.semanticscholar.org/author/Jiji-Zhang/2108025301']","[{'Publications': '66', 'h-index': '5', 'Citations': '99', 'Highly Influential Citations': '1'}, {'Publications': '45', 'h-index': '11', 'Citations': '375', 'Highly Influential Citations': '36'}, {'Publications': '24', 'h-index': '6', 'Citations': '169', 'Highly Influential Citations': '13'}, {'Publications': '31', 'h-index': '10', 'Citations': '404', 'Highly Influential Citations': '22'}, {'Publications': '7', 'h-index': '3', 'Citations': '43', 'Highly Influential Citations': '4'}, {'Publications': '58', 'h-index': '19', 'Citations': '1,362', 'Highly Influential Citations': '162'}]"
Learning representations from temporally smooth data,"['https://www.semanticscholar.org/author/C.-Honey/1890761', 'https://www.semanticscholar.org/author/Shima-Rahimi-Moghaddam/2036652161', 'https://www.semanticscholar.org/author/Fanjun-Bu/1505816462']","[{'Publications': '85', 'h-index': '40', 'Citations': '13,163', 'Highly Influential Citations': '969'}, {'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '3', 'h-index': '1', 'Citations': '7', 'Highly Influential Citations': '0'}]"
Is deeper better? It depends on locality of relevant features,"['https://www.semanticscholar.org/author/Takashi-Mori/49391602', 'https://www.semanticscholar.org/author/Masahito-Ueda/2815318']","[{'Publications': '108', 'h-index': '18', 'Citations': '1,550', 'Highly Influential Citations': '41'}, {'Publications': '499', 'h-index': '53', 'Citations': '10,656', 'Highly Influential Citations': '291'}]"
LEARNED HARDWARE/SOFTWARE CO-DESIGN OF NEURAL ACCELERATORS,"['https://www.semanticscholar.org/author/Zhan-Shi/2110396713', 'https://www.semanticscholar.org/author/Milad-Hashemi/33798741', 'https://www.semanticscholar.org/author/Chirag-Sakhuja/150063828', 'https://www.semanticscholar.org/author/Calvin-Lin/145236769', 'https://www.semanticscholar.org/author/Kevin-Swersky/1754860']","[{'Publications': '12', 'h-index': '3', 'Citations': '46', 'Highly Influential Citations': '5'}, {'Publications': '25', 'h-index': '8', 'Citations': '391', 'Highly Influential Citations': '40'}, {'Publications': '4', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '0'}, {'Publications': '149', 'h-index': '36', 'Citations': '4,663', 'Highly Influential Citations': '361'}, {'Publications': '63', 'h-index': '26', 'Citations': '9,423', 'Highly Influential Citations': '1,487'}]"
Novelty Detection via Robust Variational Autoencoding,"['https://www.semanticscholar.org/author/Chieh-Hsin-Lai/153892533', 'https://www.semanticscholar.org/author/Dongmian-Zou/2271151', 'https://www.semanticscholar.org/author/G.-Lerman/1919996']","[{'Publications': '5', 'h-index': '2', 'Citations': '11', 'Highly Influential Citations': '1'}, {'Publications': '15', 'h-index': '6', 'Citations': '153', 'Highly Influential Citations': '19'}, {'Publications': '76', 'h-index': '26', 'Citations': '2,230', 'Highly Influential Citations': '213'}]"
Optimizing Loss Functions Through Multivariate Taylor Polynomial Parameterization,"['https://www.semanticscholar.org/author/Santiago-Gonzalez/2068850299', 'https://www.semanticscholar.org/author/R.-Miikkulainen/1686788']","[{'Publications': '5', 'h-index': '2', 'Citations': '12', 'Highly Influential Citations': '0'}, {'Publications': '447', 'h-index': '60', 'Citations': '17,176', 'Highly Influential Citations': '1,441'}]"
Gradient descent temporal difference-difference learning,"['https://www.semanticscholar.org/author/Doina-Precup/144368601', 'https://www.semanticscholar.org/author/Peeyush-Kumar/2000288151']","[{'Publications': '357', 'h-index': '45', 'Citations': '14,389', 'Highly Influential Citations': '1,446'}, {'Publications': '13', 'h-index': '3', 'Citations': '56', 'Highly Influential Citations': '2'}]"
The Compact Support Neural Network,"['https://www.semanticscholar.org/author/Hongyu-Mou/46228448', 'https://www.semanticscholar.org/author/Adrian-Barbu/144719476']","[{'Publications': '3', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '131', 'h-index': '24', 'Citations': '2,435', 'Highly Influential Citations': '165'}]"
SelfNorm and CrossNorm for Out-of-Distribution Robustness,"['https://www.semanticscholar.org/author/Mu-Li/2112143816', 'https://www.semanticscholar.org/author/D.-Metaxas/48351473', 'https://www.semanticscholar.org/author/Yunhe-Gao/9493784', 'https://www.semanticscholar.org/author/Yi-Zhu/1805946041', 'https://www.semanticscholar.org/author/Zhi-Zhang/145430305', 'https://www.semanticscholar.org/author/Zhiqiang-Tang/2986505']","[{'Publications': '16', 'h-index': '9', 'Citations': '2,302', 'Highly Influential Citations': '277'}, {'Publications': '102', 'h-index': '15', 'Citations': '1,211', 'Highly Influential Citations': '67'}, {'Publications': '17', 'h-index': '6', 'Citations': '161', 'Highly Influential Citations': '18'}, {'Publications': '14', 'h-index': '4', 'Citations': '53', 'Highly Influential Citations': '1'}, {'Publications': '20', 'h-index': '10', 'Citations': '940', 'Highly Influential Citations': '65'}, {'Publications': '13', 'h-index': '7', 'Citations': '320', 'Highly Influential Citations': '27'}]"
Trans-Caps: Transformer Capsule Networks with Self-attention Routing,"['https://www.semanticscholar.org/author/Juncheng-Cao/47470290', 'https://www.semanticscholar.org/author/Hai-Zhao/47941144', 'https://www.semanticscholar.org/author/Sufeng-Duan/9359742']","[{'Publications': '4', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '308', 'h-index': '20', 'Citations': '1,922', 'Highly Influential Citations': '114'}, {'Publications': '9', 'h-index': '3', 'Citations': '127', 'Highly Influential Citations': '13'}]"
Causal Curiosity: RL Agents Discovering Self-supervised Experiments for Causal Representation Learning,"['https://www.semanticscholar.org/author/S.-Sontakke/34365421', 'https://www.semanticscholar.org/author/L.-Itti/7326223', 'https://www.semanticscholar.org/author/B.-Sch%C3%B6lkopf/1707625', 'https://www.semanticscholar.org/author/A.-Mehrjou/2406046']","[{'Publications': '8', 'h-index': '4', 'Citations': '47', 'Highly Influential Citations': '1'}, {'Publications': '320', 'h-index': '63', 'Citations': '35,323', 'Highly Influential Citations': '3,176'}, {'Publications': '1,011', 'h-index': '137', 'Citations': '116,494', 'Highly Influential Citations': '11,305'}, {'Publications': '35', 'h-index': '8', 'Citations': '236', 'Highly Influential Citations': '17'}]"
Does Adversarial Transferability Indicate Knowledge Transferability?,"['https://www.semanticscholar.org/author/Bo-Li/1490934734', 'https://www.semanticscholar.org/author/Jacky-Y.-Zhang/1519049595', 'https://www.semanticscholar.org/author/Kaizhao-Liang/102461072', 'https://www.semanticscholar.org/author/O.-Koyejo/143812875']","[{'Publications': '41', 'h-index': '5', 'Citations': '89', 'Highly Influential Citations': '8'}, {'Publications': '6', 'h-index': '2', 'Citations': '5', 'Highly Influential Citations': '0'}, {'Publications': '5', 'h-index': '3', 'Citations': '70', 'Highly Influential Citations': '14'}, {'Publications': '131', 'h-index': '23', 'Citations': '3,708', 'Highly Influential Citations': '379'}]"
Are all outliers alike?  On Understanding the Diversity of Outliers for Detecting OODs,"['https://www.semanticscholar.org/author/R.-Kaur/2274302', 'https://www.semanticscholar.org/author/Susmit-Jha/37747652', 'https://www.semanticscholar.org/author/Anirban-Roy/2088206451', 'https://www.semanticscholar.org/author/O.-Sokolsky/1681081']","[{'Publications': '77', 'h-index': '12', 'Citations': '1,859', 'Highly Influential Citations': '68'}, {'Publications': '86', 'h-index': '18', 'Citations': '1,812', 'Highly Influential Citations': '133'}, {'Publications': '2', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '330', 'h-index': '46', 'Citations': '7,317', 'Highly Influential Citations': '338'}]"
Differentiate Everything with a Reversible Domain-Specific Language,"['https://www.semanticscholar.org/author/Taine-Zhao/1557267713', 'https://www.semanticscholar.org/author/Jin-Guo-Liu/9184128']","[{'Publications': '2', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '1'}, {'Publications': '21', 'h-index': '8', 'Citations': '316', 'Highly Influential Citations': '15'}]"
Understanding the Effect of Bias in Deep Anomaly Detection,"['https://www.semanticscholar.org/author/Yuxin-Chen/2109167309', 'https://www.semanticscholar.org/author/Haitao-Zheng/2704852', 'https://www.semanticscholar.org/author/Ziyu-Ye/2093261630']","[{'Publications': '11', 'h-index': '4', 'Citations': '34', 'Highly Influential Citations': '1'}, {'Publications': '174', 'h-index': '50', 'Citations': '8,826', 'Highly Influential Citations': '843'}, {'Publications': '4', 'h-index': '2', 'Citations': '9', 'Highly Influential Citations': '1'}]"
GANMEX: Class-Targeted One-vs-One Attributions using GAN-based Model Explainability,"['https://www.semanticscholar.org/author/Zohar-S.-Karnin/3386660', 'https://www.semanticscholar.org/author/Pin-Ju-Tien/145716484', 'https://www.semanticscholar.org/author/Sheng-Min-Shih/2066962040']","[{'Publications': '59', 'h-index': '21', 'Citations': '2,110', 'Highly Influential Citations': '261'}, {'Publications': '5', 'h-index': '2', 'Citations': '40', 'Highly Influential Citations': '0'}, {'Publications': '2', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}]"
Near-Black-Box Adversarial Attacks on Graph Neural Networks as An Influence Maximization Problem,['https://www.semanticscholar.org/author/Qiaozhu-Mei/1743469'],"[{'Publications': '188', 'h-index': '47', 'Citations': '12,540', 'Highly Influential Citations': '1,617'}]"
Adapt-and-Adjust: Overcoming the Long-tail Problem of Multilingual Speech Recognition,"['https://www.semanticscholar.org/author/Caiming-Xiong/2228109', 'https://www.semanticscholar.org/author/Genta-Indra-Winata/9162688', 'https://www.semanticscholar.org/author/Guangsen-Wang/2221935', 'https://www.semanticscholar.org/author/S.-Hoi/1741126']","[{'Publications': '197', 'h-index': '42', 'Citations': '10,258', 'Highly Influential Citations': '1,694'}, {'Publications': '45', 'h-index': '14', 'Citations': '473', 'Highly Influential Citations': '47'}, {'Publications': '37', 'h-index': '10', 'Citations': '411', 'Highly Influential Citations': '20'}, {'Publications': '341', 'h-index': '62', 'Citations': '12,939', 'Highly Influential Citations': '1,121'}]"
StructFormer: Joint Unsupervised Induction of Dependency and Constituency Structure from Masked Language Modeling,"['https://www.semanticscholar.org/author/Donald-Metzler/47193990', 'https://www.semanticscholar.org/author/Dara-Bahri/11774695', 'https://www.semanticscholar.org/author/Yikang-Shen/2714199', 'https://www.semanticscholar.org/author/Yi-Tay/144447820', 'https://www.semanticscholar.org/author/Che-Zheng/72117196', 'https://www.semanticscholar.org/author/Aaron-C.-Courville/1760871']","[{'Publications': '24', 'h-index': '7', 'Citations': '395', 'Highly Influential Citations': '41'}, {'Publications': '42', 'h-index': '8', 'Citations': '323', 'Highly Influential Citations': '41'}, {'Publications': '9', 'h-index': '3', 'Citations': '64', 'Highly Influential Citations': '15'}, {'Publications': '89', 'h-index': '26', 'Citations': '2,742', 'Highly Influential Citations': '338'}, {'Publications': '6', 'h-index': '3', 'Citations': '62', 'Highly Influential Citations': '9'}, {'Publications': '229', 'h-index': '76', 'Citations': '88,621', 'Highly Influential Citations': '10,754'}]"
Optimal Neural Program Synthesis from Multimodal Specifications,"['https://www.semanticscholar.org/author/Isil-Dillig/1714075', 'https://www.semanticscholar.org/author/Qiaochu-Chen/116587168', 'https://www.semanticscholar.org/author/Greg-Durrett/1814094', 'https://www.semanticscholar.org/author/Xi-Ye/50183897']","[{'Publications': '132', 'h-index': '29', 'Citations': '2,959', 'Highly Influential Citations': '269'}, {'Publications': '6', 'h-index': '3', 'Citations': '28', 'Highly Influential Citations': '5'}, {'Publications': '67', 'h-index': '20', 'Citations': '1,740', 'Highly Influential Citations': '189'}, {'Publications': '6', 'h-index': '3', 'Citations': '43', 'Highly Influential Citations': '5'}]"
Zero-Shot Recognition through Image-Guided Semantic Classification,"['https://www.semanticscholar.org/author/Fang-Li/65968212', 'https://www.semanticscholar.org/author/Mei-Chen-Yeh/39369497']","[{'Publications': '99', 'h-index': '11', 'Citations': '703', 'Highly Influential Citations': '28'}, {'Publications': '46', 'h-index': '10', 'Citations': '1,879', 'Highly Influential Citations': '164'}]"
Linking average- and worst-case perturbation robustness via class selectivity and dimensionality,"['https://www.semanticscholar.org/author/Matthew-L.-Leavitt/2028252288', 'https://www.semanticscholar.org/author/Ari-S.-Morcos/4690624']","[{'Publications': '5', 'h-index': '3', 'Citations': '35', 'Highly Influential Citations': '2'}, {'Publications': '45', 'h-index': '16', 'Citations': '1,809', 'Highly Influential Citations': '212'}]"
Learning to Search for Fast Maximum Common Subgraph Detection,"['https://www.semanticscholar.org/author/Yizhou-Sun/2109461904', 'https://www.semanticscholar.org/author/Yunsheng-Bai/51228791']","[{'Publications': '209', 'h-index': '45', 'Citations': '9,387', 'Highly Influential Citations': '920'}, {'Publications': '27', 'h-index': '8', 'Citations': '501', 'Highly Influential Citations': '26'}]"
Federated Learning of a Mixture of Global and Local Models,"['https://www.semanticscholar.org/author/Filip-Hanzely/7775606', 'https://www.semanticscholar.org/author/Peter-Richt%C3%A1rik/2662221']","[{'Publications': '23', 'h-index': '11', 'Citations': '347', 'Highly Influential Citations': '37'}, {'Publications': '190', 'h-index': '45', 'Citations': '8,720', 'Highly Influential Citations': '842'}]"
Learning Efficient Planning-based Rewards for Imitation Learning,"['https://www.semanticscholar.org/author/S.-Ramamoorthy/144826759', 'https://www.semanticscholar.org/author/M.-Hawasly/2762811', 'https://www.semanticscholar.org/author/H.-Pulver/2007578205', 'https://www.semanticscholar.org/author/Stefano-V.-Albrecht/1961238', 'https://www.semanticscholar.org/author/F.-Eiras/14457735', 'https://www.semanticscholar.org/author/L.-Carozza/1684303']","[{'Publications': '170', 'h-index': '19', 'Citations': '1,370', 'Highly Influential Citations': '75'}, {'Publications': '29', 'h-index': '7', 'Citations': '185', 'Highly Influential Citations': '8'}, {'Publications': '6', 'h-index': '1', 'Citations': '18', 'Highly Influential Citations': '1'}, {'Publications': '54', 'h-index': '11', 'Citations': '559', 'Highly Influential Citations': '43'}, {'Publications': '11', 'h-index': '3', 'Citations': '25', 'Highly Influential Citations': '1'}, {'Publications': '33', 'h-index': '7', 'Citations': '222', 'Highly Influential Citations': '9'}]"
XLVIN: eXecuted Latent Value Iteration Nets,"['https://www.semanticscholar.org/author/Andreea-Deac/48860334', 'https://www.semanticscholar.org/author/Pierre-Luc-Bacon/145180695', ""https://www.semanticscholar.org/author/Ognjen-Milinkovi'c/2003637930"", ""https://www.semanticscholar.org/author/Petar-Velivckovi'c/1742197495"", 'https://www.semanticscholar.org/author/Mladen-Nikolic/145888108', 'https://www.semanticscholar.org/author/Jian-Tang/152226504']","[{'Publications': '14', 'h-index': '5', 'Citations': '86', 'Highly Influential Citations': '5'}, {'Publications': '32', 'h-index': '11', 'Citations': '963', 'Highly Influential Citations': '108'}, {'Publications': '1', 'h-index': '1', 'Citations': '5', 'Highly Influential Citations': '0'}, {'Publications': '9', 'h-index': '4', 'Citations': '36', 'Highly Influential Citations': '6'}, {'Publications': '42', 'h-index': '11', 'Citations': '363', 'Highly Influential Citations': '18'}, {'Publications': '74', 'h-index': '20', 'Citations': '1,787', 'Highly Influential Citations': '339'}]"
TOWARDS NATURAL ROBUSTNESS AGAINST ADVERSARIAL EXAMPLES,"['https://www.semanticscholar.org/author/Shikui-Wei/46730712', 'https://www.semanticscholar.org/author/Yao-Zhao/1517826311', 'https://www.semanticscholar.org/author/Haoyu-Chu/118549640']","[{'Publications': '75', 'h-index': '13', 'Citations': '837', 'Highly Influential Citations': '71'}, {'Publications': '499', 'h-index': '35', 'Citations': '6,187', 'Highly Influential Citations': '440'}, {'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}]"
Towards Understanding Label Smoothing,"['https://www.semanticscholar.org/author/Rong-Jin/2060979626', 'https://www.semanticscholar.org/author/Yi-Xu/2110289529', 'https://www.semanticscholar.org/author/H.-Li/2733405', 'https://www.semanticscholar.org/author/Yuanhong-Xu/2110355824', 'https://www.semanticscholar.org/author/Qi-Qian/145303057']","[{'Publications': '57', 'h-index': '13', 'Citations': '1,002', 'Highly Influential Citations': '122'}, {'Publications': '44', 'h-index': '10', 'Citations': '331', 'Highly Influential Citations': '40'}, {'Publications': '162', 'h-index': '12', 'Citations': '1,071', 'Highly Influential Citations': '100'}, {'Publications': '5', 'h-index': '2', 'Citations': '8', 'Highly Influential Citations': '1'}, {'Publications': '29', 'h-index': '10', 'Citations': '469', 'Highly Influential Citations': '55'}]"
Task-similarity Aware Meta-learning through Nonparametric Kernel Regression,"['https://www.semanticscholar.org/author/B.-Wahlberg/1738269', 'https://www.semanticscholar.org/author/Arun-Venkitaraman/29723583']","[{'Publications': '272', 'h-index': '36', 'Citations': '6,205', 'Highly Influential Citations': '329'}, {'Publications': '35', 'h-index': '7', 'Citations': '149', 'Highly Influential Citations': '4'}]"
Continual Invariant Risk Minimization,"['https://www.semanticscholar.org/author/C.-Clopath/2388737', 'https://www.semanticscholar.org/author/Christos-Kaplanis/11596459', 'https://www.semanticscholar.org/author/M.-Shanahan/1757629']","[{'Publications': '124', 'h-index': '26', 'Citations': '5,219', 'Highly Influential Citations': '644'}, {'Publications': '8', 'h-index': '4', 'Citations': '114', 'Highly Influential Citations': '6'}, {'Publications': '170', 'h-index': '43', 'Citations': '7,032', 'Highly Influential Citations': '533'}]"
Rotograd: Dynamic Gradient Homogenization for Multitask Learning,[],[]
Design-Bench: Benchmarks for Data-Driven Offline Model-Based Optimization,"['https://www.semanticscholar.org/author/Yu-Zheng/2023678282', 'https://www.semanticscholar.org/author/Haoran-Xu/49507262', 'https://www.semanticscholar.org/author/Xianyuan-Zhan/3415564']","[{'Publications': '20', 'h-index': '3', 'Citations': '34', 'Highly Influential Citations': '3'}, {'Publications': '9', 'h-index': '2', 'Citations': '14', 'Highly Influential Citations': '0'}, {'Publications': '41', 'h-index': '13', 'Citations': '931', 'Highly Influential Citations': '28'}]"
Adaptive Gradient Methods Converge Faster with Over-Parameterization (and you can do a line-search),"['https://www.semanticscholar.org/author/Frederik-Kunstner/51894707', 'https://www.semanticscholar.org/author/Mark-W.-Schmidt/145610994', 'https://www.semanticscholar.org/author/S.-Meng/118126099', 'https://www.semanticscholar.org/author/Sharan-Vaswani/1711940', 'https://www.semanticscholar.org/author/Issam-H.-Laradji/3266173', 'https://www.semanticscholar.org/author/S.-Lacoste-Julien/1388317459']","[{'Publications': '7', 'h-index': '5', 'Citations': '128', 'Highly Influential Citations': '16'}, {'Publications': '92', 'h-index': '34', 'Citations': '7,083', 'Highly Influential Citations': '804'}, {'Publications': '5', 'h-index': '2', 'Citations': '17', 'Highly Influential Citations': '0'}, {'Publications': '23', 'h-index': '9', 'Citations': '436', 'Highly Influential Citations': '58'}, {'Publications': '39', 'h-index': '12', 'Citations': '810', 'Highly Influential Citations': '78'}, {'Publications': '94', 'h-index': '34', 'Citations': '5,445', 'Highly Influential Citations': '816'}]"
Self-Supervised Time Series Representation Learning by Inter-Intra Relational Reasoning,"['https://www.semanticscholar.org/author/Yue-Gao/35350470', 'https://www.semanticscholar.org/author/Haoyi-Fan/87646177', 'https://www.semanticscholar.org/author/F.-Zhang/48702382']","[{'Publications': '192', 'h-index': '40', 'Citations': '6,003', 'Highly Influential Citations': '277'}, {'Publications': '13', 'h-index': '3', 'Citations': '42', 'Highly Influential Citations': '5'}, {'Publications': '10', 'h-index': '3', 'Citations': '30', 'Highly Influential Citations': '4'}]"
CaLFADS: latent factor analysis of dynamical systems in calcium imaging data,[],[]
Adaptive Stacked Graph Filter,"['https://www.semanticscholar.org/author/NT-Hoang/114411634', 'https://www.semanticscholar.org/author/Takanori-Maehara/2222390', 'https://www.semanticscholar.org/author/T.-Murata/1702484']","[{'Publications': '6', 'h-index': '3', 'Citations': '106', 'Highly Influential Citations': '9'}, {'Publications': '93', 'h-index': '18', 'Citations': '929', 'Highly Influential Citations': '115'}, {'Publications': '157', 'h-index': '18', 'Citations': '80,046', 'Highly Influential Citations': '6,876'}]"
Latent Space Semi-Supervised Time Series Data Clustering,"['https://www.semanticscholar.org/author/Guoliang-He/7200135', 'https://www.semanticscholar.org/author/Yanzhou-Pan/2115227762', 'https://www.semanticscholar.org/author/Rong-Peng/2052904158', 'https://www.semanticscholar.org/author/Neal-N.-Xiong/2104287817', 'https://www.semanticscholar.org/author/Jinrong-He/8516282', 'https://www.semanticscholar.org/author/Xuewen-Xia/1826440']","[{'Publications': '43', 'h-index': '10', 'Citations': '318', 'Highly Influential Citations': '23'}, {'Publications': '1', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '4', 'h-index': '2', 'Citations': '61', 'Highly Influential Citations': '6'}, {'Publications': '5', 'h-index': '1', 'Citations': '4', 'Highly Influential Citations': '0'}, {'Publications': '39', 'h-index': '8', 'Citations': '200', 'Highly Influential Citations': '15'}, {'Publications': '50', 'h-index': '10', 'Citations': '341', 'Highly Influential Citations': '15'}]"
Cut-and-Paste Neural Rendering,"['https://www.semanticscholar.org/author/D.-Forsyth/144016256', 'https://www.semanticscholar.org/author/Anand-Bhattad/35986726']","[{'Publications': '309', 'h-index': '75', 'Citations': '29,181', 'Highly Influential Citations': '1,768'}, {'Publications': '8', 'h-index': '5', 'Citations': '95', 'Highly Influential Citations': '16'}]"
Uncertainty Prediction for Deep Sequential Regression Using Meta Models,"['https://www.semanticscholar.org/author/Benjamin-Elder/2064346839', 'https://www.semanticscholar.org/author/Matthew-Arnold/2066028544', 'https://www.semanticscholar.org/author/Jir%C3%AD-Navr%C3%A1til/41197234']","[{'Publications': '6', 'h-index': '2', 'Citations': '10', 'Highly Influential Citations': '1'}, {'Publications': '6', 'h-index': '1', 'Citations': '6', 'Highly Influential Citations': '0'}, {'Publications': '64', 'h-index': '21', 'Citations': '1,584', 'Highly Influential Citations': '87'}]"
Accelerating DNN Training through Selective Localized Learning,"['https://www.semanticscholar.org/author/Weiwei-Fang/1737840', 'https://www.semanticscholar.org/author/Meixia-Zou/2053853288', 'https://www.semanticscholar.org/author/Yi-Ding/2111239073', 'https://www.semanticscholar.org/author/Wenyuan-Xu/2053856193', 'https://www.semanticscholar.org/author/N.-Xiong/145826495']","[{'Publications': '48', 'h-index': '11', 'Citations': '837', 'Highly Influential Citations': '55'}, {'Publications': '1', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '13', 'h-index': '3', 'Citations': '119', 'Highly Influential Citations': '10'}, {'Publications': '1', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '611', 'h-index': '52', 'Citations': '9,102', 'Highly Influential Citations': '322'}]"
Adaptive Multi-model Fusion Learning for Sparse-Reward Reinforcement Learning,"['https://www.semanticscholar.org/author/Shidong-Lin/2108834660', 'https://www.semanticscholar.org/author/L.-Cao/144862500']","[{'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '23', 'h-index': '9', 'Citations': '162', 'Highly Influential Citations': '8'}]"
Learning Deeply Shared Filter Bases for Efficient ConvNets,"['https://www.semanticscholar.org/author/Woochul-Kang/145142845', 'https://www.semanticscholar.org/author/Daeyeon-Kim/48693595']","[{'Publications': '53', 'h-index': '10', 'Citations': '716', 'Highly Influential Citations': '30'}, {'Publications': '18', 'h-index': '4', 'Citations': '45', 'Highly Influential Citations': '1'}]"
ReaPER: Improving Sample Efficiency in Model-Based Latent Imagination,"['https://www.semanticscholar.org/author/C.-Weber/1798067', 'https://www.semanticscholar.org/author/S.-Wermter/1736513', 'https://www.semanticscholar.org/author/Matthias-Kerzel/2991958', 'https://www.semanticscholar.org/author/Muhammad-Burhan-Hafez/32606259']","[{'Publications': '134', 'h-index': '21', 'Citations': '1,656', 'Highly Influential Citations': '101'}, {'Publications': '467', 'h-index': '38', 'Citations': '6,472', 'Highly Influential Citations': '295'}, {'Publications': '49', 'h-index': '8', 'Citations': '271', 'Highly Influential Citations': '2'}, {'Publications': '11', 'h-index': '5', 'Citations': '75', 'Highly Influential Citations': '1'}]"
Transferable Unsupervised Robust Representation Learning,['https://www.semanticscholar.org/author/J.-Keijser/32297112'],"[{'Publications': '6', 'h-index': '1', 'Citations': '13', 'Highly Influential Citations': '0'}]"
Evaluating Agents Without Rewards,"['https://www.semanticscholar.org/author/Brendon-Matusch-Jimmy-Ba/2039908203', 'https://www.semanticscholar.org/author/Danijar-Hafner/35006479']","[{'Publications': '1', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '34', 'h-index': '11', 'Citations': '1,544', 'Highly Influential Citations': '165'}]"
Learning to Reason in Large Theories without Imitation,"['https://www.semanticscholar.org/author/S.-Loos/34947549', 'https://www.semanticscholar.org/author/Christian-Szegedy/2574060', 'https://www.semanticscholar.org/author/Kshitij-Bansal/2437360', 'https://www.semanticscholar.org/author/Markus-N.-Rabe/1800714']","[{'Publications': '24', 'h-index': '15', 'Citations': '690', 'Highly Influential Citations': '45'}, {'Publications': '42', 'h-index': '19', 'Citations': '97,112', 'Highly Influential Citations': '12,825'}, {'Publications': '24', 'h-index': '11', 'Citations': '307', 'Highly Influential Citations': '24'}, {'Publications': '45', 'h-index': '16', 'Citations': '930', 'Highly Influential Citations': '110'}]"
Enabling counterfactual survival analysis with balanced representations,"['https://www.semanticscholar.org/author/Shuxi-Zeng/152148365', 'https://www.semanticscholar.org/author/M.-Pencina/144529968', 'https://www.semanticscholar.org/author/Serge-Assaad/1750802862', 'https://www.semanticscholar.org/author/R.-Henao/51030446', 'https://www.semanticscholar.org/author/Paidamoyo-Chapfuwa/41066349', 'https://www.semanticscholar.org/author/L.-Carin/145006560']","[{'Publications': '15', 'h-index': '4', 'Citations': '35', 'Highly Influential Citations': '6'}, {'Publications': '503', 'h-index': '98', 'Citations': '50,821', 'Highly Influential Citations': '2,292'}, {'Publications': '6', 'h-index': '2', 'Citations': '9', 'Highly Influential Citations': '1'}, {'Publications': '56', 'h-index': '6', 'Citations': '90', 'Highly Influential Citations': '4'}, {'Publications': '7', 'h-index': '3', 'Citations': '84', 'Highly Influential Citations': '12'}, {'Publications': '925', 'h-index': '78', 'Citations': '27,481', 'Highly Influential Citations': '2,343'}]"
One Size Doesn't Fit All: Adaptive Label Smoothing,"['https://www.semanticscholar.org/author/D.-Thiel/50435206', 'https://www.semanticscholar.org/author/Matthew-T.-O.-Worsey/38821299', 'https://www.semanticscholar.org/author/Jonathan-B.-Shepherd/48401659', 'https://www.semanticscholar.org/author/H.-G.-Espinosa/1820135']","[{'Publications': '330', 'h-index': '27', 'Citations': '3,337', 'Highly Influential Citations': '89'}, {'Publications': '14', 'h-index': '4', 'Citations': '64', 'Highly Influential Citations': '0'}, {'Publications': '21', 'h-index': '8', 'Citations': '118', 'Highly Influential Citations': '2'}, {'Publications': '57', 'h-index': '9', 'Citations': '265', 'Highly Influential Citations': '4'}]"
 Adding Recurrence to Pretrained Transformers,"['https://www.semanticscholar.org/author/Allyson-Ettinger/37907837', 'https://www.semanticscholar.org/author/D.-Yoshida/74884989', 'https://www.semanticscholar.org/author/Kevin-Gimpel/1700980']","[{'Publications': '25', 'h-index': '9', 'Citations': '435', 'Highly Influential Citations': '22'}, {'Publications': '3', 'h-index': '1', 'Citations': '4', 'Highly Influential Citations': '0'}, {'Publications': '116', 'h-index': '34', 'Citations': '9,023', 'Highly Influential Citations': '1,379'}]"
