Neural Code Completion,"['https://www.semanticscholar.org/author/Vitaly-Shmatikov/1723945', 'https://www.semanticscholar.org/author/Eran-Tromer/2337345', 'https://www.semanticscholar.org/author/Congzheng-Song/3469125', 'https://www.semanticscholar.org/author/R.-Schuster/39347554']","[{'Publications': '147', 'h-index': '62', 'Citations': '16,009', 'Highly Influential Citations': '1,291'}, {'Publications': '72', 'h-index': '37', 'Citations': '10,028', 'Highly Influential Citations': '814'}, {'Publications': '23', 'h-index': '12', 'Citations': '2,228', 'Highly Influential Citations': '269'}, {'Publications': '11', 'h-index': '8', 'Citations': '227', 'Highly Influential Citations': '19'}]"
Demystifying ResNet,"['https://www.semanticscholar.org/author/Sihan-Li/2118154874', 'https://www.semanticscholar.org/author/Demystifying-Resnet/2082186435', 'https://www.semanticscholar.org/author/T.-Weissman/4820756', 'https://www.semanticscholar.org/author/Jiantao-Jiao/2784735', 'https://www.semanticscholar.org/author/Yanjun-Han/48386120']","[{'Publications': '2', 'h-index': '1', 'Citations': '19', 'Highly Influential Citations': '1'}, {'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '336', 'h-index': '39', 'Citations': '5,361', 'Highly Influential Citations': '433'}, {'Publications': '69', 'h-index': '19', 'Citations': '1,913', 'Highly Influential Citations': '316'}, {'Publications': '63', 'h-index': '19', 'Citations': '1,211', 'Highly Influential Citations': '110'}]"
Tartan: Accelerating Fully-Connected and Convolutional Layers in Deep Learning Networks by Exploiting Numerical Precision Variability,"['https://www.semanticscholar.org/author/P.-Judd/49226305', 'https://www.semanticscholar.org/author/A.-Delmas/47621838', 'https://www.semanticscholar.org/author/Sayeh-Sharify/15384887', 'https://www.semanticscholar.org/author/Andreas-Moshovos/1782536']","[{'Publications': '27', 'h-index': '15', 'Citations': '1,293', 'Highly Influential Citations': '149'}, {'Publications': '8', 'h-index': '5', 'Citations': '206', 'Highly Influential Citations': '17'}, {'Publications': '23', 'h-index': '10', 'Citations': '372', 'Highly Influential Citations': '37'}, {'Publications': '140', 'h-index': '35', 'Citations': '4,782', 'Highly Influential Citations': '390'}]"
Cooperative Training of Descriptor and Generator Networks,"['https://www.semanticscholar.org/author/Jianwen-Xie/39380386', 'https://www.semanticscholar.org/author/Y.-Lu/47006165', 'https://www.semanticscholar.org/author/Song-Chun-Zhu/145380991', 'https://www.semanticscholar.org/author/Ruiqi-Gao/9659905', 'https://www.semanticscholar.org/author/Y.-Wu/39092098']","[{'Publications': '63', 'h-index': '18', 'Citations': '1,187', 'Highly Influential Citations': '80'}, {'Publications': '1,722', 'h-index': '67', 'Citations': '23,492', 'Highly Influential Citations': '798'}, {'Publications': '511', 'h-index': '72', 'Citations': '20,389', 'Highly Influential Citations': '1,201'}, {'Publications': '36', 'h-index': '12', 'Citations': '495', 'Highly Influential Citations': '46'}, {'Publications': '223', 'h-index': '42', 'Citations': '8,888', 'Highly Influential Citations': '705'}]"
Regularizing Neural Networks by Penalizing Confident Output Distributions,"['https://www.semanticscholar.org/author/Gabriel-Pereyra/2064737506', 'https://www.semanticscholar.org/author/J.-Chorowski/2292403', 'https://www.semanticscholar.org/author/G.-Tucker/145499435', 'https://www.semanticscholar.org/author/Lukasz-Kaiser/2059819603', 'https://www.semanticscholar.org/author/Geoffrey-E.-Hinton/1695689']","[{'Publications': '5', 'h-index': '3', 'Citations': '935', 'Highly Influential Citations': '125'}, {'Publications': '47', 'h-index': '18', 'Citations': '7,866', 'Highly Influential Citations': '607'}, {'Publications': '49', 'h-index': '25', 'Citations': '3,725', 'Highly Influential Citations': '649'}, {'Publications': '31', 'h-index': '23', 'Citations': '40,536', 'Highly Influential Citations': '7,308'}, {'Publications': '403', 'h-index': '144', 'Citations': '311,320', 'Highly Influential Citations': '27,335'}]"
Dataset Augmentation in Feature Space,"['https://www.semanticscholar.org/author/Terrance-Devries/32097919', 'https://www.semanticscholar.org/author/Graham-W.-Taylor/144639556']","[{'Publications': '14', 'h-index': '10', 'Citations': '1,822', 'Highly Influential Citations': '248'}, {'Publications': '161', 'h-index': '36', 'Citations': '8,725', 'Highly Influential Citations': '702'}]"
Recurrent Neural Networks for Multivariate Time Series with Missing Values,"['https://www.semanticscholar.org/author/D.-Sontag/1746662', 'https://www.semanticscholar.org/author/Zhengping-Che/1939695', 'https://www.semanticscholar.org/author/Kyunghyun-Cho/1979489', 'https://www.semanticscholar.org/author/S.-Purushotham/144735626', 'https://www.semanticscholar.org/author/Y.-Liu/47909587']","[{'Publications': '145', 'h-index': '42', 'Citations': '8,966', 'Highly Influential Citations': '1,108'}, {'Publications': '32', 'h-index': '15', 'Citations': '1,722', 'Highly Influential Citations': '177'}, {'Publications': '298', 'h-index': '67', 'Citations': '66,685', 'Highly Influential Citations': '9,174'}, {'Publications': '42', 'h-index': '17', 'Citations': '1,806', 'Highly Influential Citations': '199'}, {'Publications': '582', 'h-index': '42', 'Citations': '9,307', 'Highly Influential Citations': '765'}]"
Counterpoint by Convolution,"['https://www.semanticscholar.org/author/Aaron-C.-Courville/1760871', 'https://www.semanticscholar.org/author/Tim-Cooijmans/2348758', 'https://www.semanticscholar.org/author/D.-Eck/2396681', 'https://www.semanticscholar.org/author/Adam-Roberts/145625142', 'https://www.semanticscholar.org/author/Cheng-Zhi-Anna-Huang/7900665']","[{'Publications': '233', 'h-index': '77', 'Citations': '92,253', 'Highly Influential Citations': '10,997'}, {'Publications': '8', 'h-index': '6', 'Citations': '2,506', 'Highly Influential Citations': '204'}, {'Publications': '106', 'h-index': '35', 'Citations': '4,968', 'Highly Influential Citations': '517'}, {'Publications': '44', 'h-index': '26', 'Citations': '15,727', 'Highly Influential Citations': '2,181'}, {'Publications': '18', 'h-index': '9', 'Citations': '566', 'Highly Influential Citations': '76'}]"
Fast Chirplet Transform to Enhance CNN Machine Listening - Validation on Animal calls and Speech,"['https://www.semanticscholar.org/author/Randall-Balestriero/3201463', 'https://www.semanticscholar.org/author/J.-Ricard/144885837', 'https://www.semanticscholar.org/author/H.-Glotin/1742496']","[{'Publications': '49', 'h-index': '8', 'Citations': '226', 'Highly Influential Citations': '6'}, {'Publications': '28', 'h-index': '8', 'Citations': '305', 'Highly Influential Citations': '13'}, {'Publications': '308', 'h-index': '29', 'Citations': '3,061', 'Highly Influential Citations': '128'}]"
Efficient Summarization with Read-Again and Copy Mechanism,"['https://www.semanticscholar.org/author/Wenyuan-Zeng/3468942', 'https://www.semanticscholar.org/author/R.-Urtasun/2422559', 'https://www.semanticscholar.org/author/S.-Fidler/37895334', 'https://www.semanticscholar.org/author/Wenjie-Luo/49756115']","[{'Publications': '29', 'h-index': '12', 'Citations': '1,051', 'Highly Influential Citations': '128'}, {'Publications': '348', 'h-index': '86', 'Citations': '36,699', 'Highly Influential Citations': '4,808'}, {'Publications': '188', 'h-index': '56', 'Citations': '15,559', 'Highly Influential Citations': '1,959'}, {'Publications': '25', 'h-index': '13', 'Citations': '2,703', 'Highly Influential Citations': '252'}]"
The Predictron: End-To-End Learning and Planning,"['https://www.semanticscholar.org/author/T.-Degris/1804488', 'https://www.semanticscholar.org/author/D.-Silver/145824029', 'https://www.semanticscholar.org/author/H.-V.-Hasselt/7634925']","[{'Publications': '33', 'h-index': '15', 'Citations': '3,840', 'Highly Influential Citations': '488'}, {'Publications': '116', 'h-index': '59', 'Citations': '65,700', 'Highly Influential Citations': '8,598'}, {'Publications': '60', 'h-index': '28', 'Citations': '9,164', 'Highly Influential Citations': '1,451'}]"
Training Group Orthogonal Neural Networks with Privileged Information,"['https://www.semanticscholar.org/author/Shuicheng-Yan/143653681', 'https://www.semanticscholar.org/author/Jiashi-Feng/33221685', 'https://www.semanticscholar.org/author/Y.-Chen/1713312', 'https://www.semanticscholar.org/author/X.-Jin/2103483']","[{'Publications': '757', 'h-index': '115', 'Citations': '56,884', 'Highly Influential Citations': '5,989'}, {'Publications': '362', 'h-index': '66', 'Citations': '15,969', 'Highly Influential Citations': '2,142'}, {'Publications': '52', 'h-index': '21', 'Citations': '2,434', 'Highly Influential Citations': '330'}, {'Publications': '51', 'h-index': '20', 'Citations': '1,578', 'Highly Influential Citations': '155'}]"
Neural Data Filter for Bootstrapping Stochastic Gradient Descent,"['https://www.semanticscholar.org/author/Tie-Yan-Liu/2110264337', 'https://www.semanticscholar.org/author/Fei-Tian/143853336', 'https://www.semanticscholar.org/author/Yang-Fan/144566102', 'https://www.semanticscholar.org/author/Tao-Qin/143826491']","[{'Publications': '392', 'h-index': '62', 'Citations': '20,347', 'Highly Influential Citations': '2,448'}, {'Publications': '39', 'h-index': '20', 'Citations': '2,266', 'Highly Influential Citations': '243'}, {'Publications': '25', 'h-index': '10', 'Citations': '303', 'Highly Influential Citations': '12'}, {'Publications': '248', 'h-index': '43', 'Citations': '10,209', 'Highly Influential Citations': '1,269'}]"
Surprise-Based Intrinsic Motivation for Deep Reinforcement Learning,"['https://www.semanticscholar.org/author/Joshua-Achiam/3381809', 'https://www.semanticscholar.org/author/S.-Sastry/144797536']","[{'Publications': '12', 'h-index': '7', 'Citations': '1,445', 'Highly Influential Citations': '256'}, {'Publications': '848', 'h-index': '115', 'Citations': '72,177', 'Highly Influential Citations': '4,963'}]"
Eigenvalues of the Hessian in Deep Learning: Singularity and Beyond,"['https://www.semanticscholar.org/author/Y.-LeCun/1688882', 'https://www.semanticscholar.org/author/L.-Bottou/52184096', 'https://www.semanticscholar.org/author/Levent-Sagun/2246570']","[{'Publications': '353', 'h-index': '116', 'Citations': '127,796', 'Highly Influential Citations': '13,259'}, {'Publications': '190', 'h-index': '65', 'Citations': '71,334', 'Highly Influential Citations': '9,074'}, {'Publications': '26', 'h-index': '15', 'Citations': '1,580', 'Highly Influential Citations': '198'}]"
Extensions and Limitations of the Neural GPU,"['https://www.semanticscholar.org/author/Eric-Price/4989538', 'https://www.semanticscholar.org/author/Ilya-Sutskever/1701686', 'https://www.semanticscholar.org/author/Wojciech-Zaremba/2563432']","[{'Publications': '89', 'h-index': '25', 'Citations': '4,340', 'Highly Influential Citations': '599'}, {'Publications': '93', 'h-index': '60', 'Citations': '189,007', 'Highly Influential Citations': '22,703'}, {'Publications': '42', 'h-index': '27', 'Citations': '27,896', 'Highly Influential Citations': '3,279'}]"
Options Discovery with Budgeted Reinforcement Learning,"['https://www.semanticscholar.org/author/Ludovic-Denoyer/8905591', 'https://www.semanticscholar.org/author/Aur%C3%A9lia-L%C3%A9on/2053202371']","[{'Publications': '126', 'h-index': '30', 'Citations': '5,019', 'Highly Influential Citations': '796'}, {'Publications': '5', 'h-index': '2', 'Citations': '6', 'Highly Influential Citations': '0'}]"
On orthogonality and learning recurrent networks with long term dependencies,"['https://www.semanticscholar.org/author/C.-Trabelsi/29866465', 'https://www.semanticscholar.org/author/C.-Pal/1972076', 'https://www.semanticscholar.org/author/Eugene-Vorontsov/37627814', 'https://www.semanticscholar.org/author/S.-Kadoury/1781469']","[{'Publications': '7', 'h-index': '4', 'Citations': '505', 'Highly Influential Citations': '76'}, {'Publications': '137', 'h-index': '37', 'Citations': '11,181', 'Highly Influential Citations': '975'}, {'Publications': '19', 'h-index': '13', 'Citations': '1,739', 'Highly Influential Citations': '127'}, {'Publications': '182', 'h-index': '30', 'Citations': '3,978', 'Highly Influential Citations': '192'}]"
Learning Continuous Semantic Representations of Symbolic Expressions,"['https://www.semanticscholar.org/author/Charles-Sutton/37210858', 'https://www.semanticscholar.org/author/Pankajan-Chanthirasegaran/3400366', 'https://www.semanticscholar.org/author/P.-Kohli/143967473', 'https://www.semanticscholar.org/author/Miltiadis-Allamanis/3216345']","[{'Publications': '89', 'h-index': '27', 'Citations': '7,287', 'Highly Influential Citations': '682'}, {'Publications': '4', 'h-index': '3', 'Citations': '109', 'Highly Influential Citations': '12'}, {'Publications': '334', 'h-index': '85', 'Citations': '31,407', 'Highly Influential Citations': '3,551'}, {'Publications': '48', 'h-index': '22', 'Citations': '3,269', 'Highly Influential Citations': '354'}]"
Fuzzy paraphrases in learning word representations with a lexicon,"['https://www.semanticscholar.org/author/Y.-Ke/2137628', 'https://www.semanticscholar.org/author/M.-Hagiwara/145719769']","[{'Publications': '11', 'h-index': '3', 'Citations': '41', 'Highly Influential Citations': '3'}, {'Publications': '370', 'h-index': '26', 'Citations': '2,500', 'Highly Influential Citations': '110'}]"
Unsupervised Deep Learning of State Representation Using Robotic Priors ,"['https://www.semanticscholar.org/author/David-Filliat/1771194', 'https://www.semanticscholar.org/author/Timoth%C3%A9e-Lesort/26418330']","[{'Publications': '139', 'h-index': '29', 'Citations': '3,341', 'Highly Influential Citations': '201'}, {'Publications': '23', 'h-index': '11', 'Citations': '502', 'Highly Influential Citations': '35'}]"
LSTM-Based System-Call Language Modeling and Ensemble Method for Host-Based Intrusion Detection,"['https://www.semanticscholar.org/author/Gyuwan-Kim/11798271', 'https://www.semanticscholar.org/author/Sungroh-Yoon/2999019', 'https://www.semanticscholar.org/author/J.-Lee/120704148', 'https://www.semanticscholar.org/author/Hayoon-Yi/24275066', 'https://www.semanticscholar.org/author/Y.-Paek/144619558']","[{'Publications': '7', 'h-index': '2', 'Citations': '18', 'Highly Influential Citations': '1'}, {'Publications': '230', 'h-index': '30', 'Citations': '3,917', 'Highly Influential Citations': '264'}, {'Publications': '20', 'h-index': '8', 'Citations': '332', 'Highly Influential Citations': '30'}, {'Publications': '15', 'h-index': '8', 'Citations': '285', 'Highly Influential Citations': '11'}, {'Publications': '198', 'h-index': '26', 'Citations': '2,418', 'Highly Influential Citations': '157'}]"
Epitomic Variational Autoencoders,"['https://www.semanticscholar.org/author/A.-Kannan/145721096', 'https://www.semanticscholar.org/author/Serena-Yeung/34149749', 'https://www.semanticscholar.org/author/Yann-Dauphin/2921469', 'https://www.semanticscholar.org/author/Li-Fei-Fei/48004138']","[{'Publications': '75', 'h-index': '24', 'Citations': '2,978', 'Highly Influential Citations': '226'}, {'Publications': '55', 'h-index': '19', 'Citations': '2,777', 'Highly Influential Citations': '267'}, {'Publications': '49', 'h-index': '29', 'Citations': '13,226', 'Highly Influential Citations': '1,668'}, {'Publications': '495', 'h-index': '108', 'Citations': '115,011', 'Highly Influential Citations': '16,144'}]"
Layer Recurrent Neural Networks,"['https://www.semanticscholar.org/author/J.-Fei/1691782', 'https://www.semanticscholar.org/author/Shixi-Hou/3210030', 'https://www.semanticscholar.org/author/Yundi-Chu/9324290']","[{'Publications': '277', 'h-index': '30', 'Citations': '2,997', 'Highly Influential Citations': '52'}, {'Publications': '37', 'h-index': '12', 'Citations': '416', 'Highly Influential Citations': '3'}, {'Publications': '29', 'h-index': '10', 'Citations': '351', 'Highly Influential Citations': '4'}]"
Communicating Hierarchical Neural Controllers for Learning Zero-shot Task Generalization,"['https://www.semanticscholar.org/author/P.-Kohli/143967473', 'https://www.semanticscholar.org/author/Honglak-Lee/1697141', 'https://www.semanticscholar.org/author/Satinder-Singh/1699868', 'https://www.semanticscholar.org/author/Junhyuk-Oh/2894414']","[{'Publications': '334', 'h-index': '85', 'Citations': '31,407', 'Highly Influential Citations': '3,551'}, {'Publications': '180', 'h-index': '69', 'Citations': '33,160', 'Highly Influential Citations': '3,789'}, {'Publications': '205', 'h-index': '59', 'Citations': '25,626', 'Highly Influential Citations': '2,236'}, {'Publications': '29', 'h-index': '16', 'Citations': '2,655', 'Highly Influential Citations': '209'}]"
NEWSQA: A MACHINE COMPREHENSION DATASET,"['https://www.semanticscholar.org/author/Kaheer-Suleman/2987426', 'https://www.semanticscholar.org/author/Adam-Trischler/3382568', 'https://www.semanticscholar.org/author/Tong-Wang/2116678322']","[{'Publications': '20', 'h-index': '13', 'Citations': '1,048', 'Highly Influential Citations': '169'}, {'Publications': '57', 'h-index': '20', 'Citations': '3,083', 'Highly Influential Citations': '515'}, {'Publications': '21', 'h-index': '10', 'Citations': '946', 'Highly Influential Citations': '145'}]"
Coarse Pruning of Convolutional Neural Networks with Random Masks,"['https://www.semanticscholar.org/author/Sajid-Anwar/2056265447', 'https://www.semanticscholar.org/author/Wonyong-Sung/145057126']","[{'Publications': '15', 'h-index': '6', 'Citations': '625', 'Highly Influential Citations': '31'}, {'Publications': '195', 'h-index': '31', 'Citations': '5,068', 'Highly Influential Citations': '395'}]"
Generating Interpretable Images with Controllable Structure,"['https://www.semanticscholar.org/author/V.-Bapst/2603033', 'https://www.semanticscholar.org/author/M.-Botvinick/46378362', 'https://www.semanticscholar.org/author/A%C3%A4ron-van-den-Oord/3422336', 'https://www.semanticscholar.org/author/Scott-E.-Reed/144828948', 'https://www.semanticscholar.org/author/N.-D.-Freitas/1737568', 'https://www.semanticscholar.org/author/Nal-Kalchbrenner/2583391']","[{'Publications': '34', 'h-index': '18', 'Citations': '2,836', 'Highly Influential Citations': '278'}, {'Publications': '220', 'h-index': '75', 'Citations': '43,620', 'Highly Influential Citations': '3,685'}, {'Publications': '54', 'h-index': '31', 'Citations': '15,062', 'Highly Influential Citations': '2,047'}, {'Publications': '31', 'h-index': '21', 'Citations': '43,301', 'Highly Influential Citations': '6,240'}, {'Publications': '185', 'h-index': '61', 'Citations': '30,024', 'Highly Influential Citations': '2,413'}, {'Publications': '31', 'h-index': '22', 'Citations': '23,145', 'Highly Influential Citations': '2,031'}]"
Representing inferential uncertainty in deep neural networks through sampling,"['https://www.semanticscholar.org/author/Patrick-McClure/11856518', 'https://www.semanticscholar.org/author/N.-Kriegeskorte/3351205']","[{'Publications': '31', 'h-index': '12', 'Citations': '583', 'Highly Influential Citations': '26'}, {'Publications': '225', 'h-index': '54', 'Citations': '18,532', 'Highly Influential Citations': '1,501'}]"
Online Structure Learning for Sum-Product Networks with Gaussian Leaves,"['https://www.semanticscholar.org/author/Wilson-Hsu/2072747332', 'https://www.semanticscholar.org/author/Agastya-Kalra/32452699', 'https://www.semanticscholar.org/author/P.-Poupart/1807041']","[{'Publications': '1', 'h-index': '1', 'Citations': '21', 'Highly Influential Citations': '1'}, {'Publications': '9', 'h-index': '4', 'Citations': '62', 'Highly Influential Citations': '4'}, {'Publications': '181', 'h-index': '42', 'Citations': '5,621', 'Highly Influential Citations': '553'}]"
A Convolutional Encoder Model for Neural Machine Translation,"['https://www.semanticscholar.org/author/David-Grangier/2529182', 'https://www.semanticscholar.org/author/Yann-Dauphin/2921469', 'https://www.semanticscholar.org/author/Jonas-Gehring/2401865', 'https://www.semanticscholar.org/author/Michael-Auli/2325985']","[{'Publications': '71', 'h-index': '30', 'Citations': '8,601', 'Highly Influential Citations': '1,156'}, {'Publications': '49', 'h-index': '29', 'Citations': '13,226', 'Highly Influential Citations': '1,668'}, {'Publications': '17', 'h-index': '11', 'Citations': '2,851', 'Highly Influential Citations': '329'}, {'Publications': '83', 'h-index': '37', 'Citations': '11,787', 'Highly Influential Citations': '1,679'}]"
Reference-Aware Language Models,"['https://www.semanticscholar.org/author/Wang-Ling/1379953252', 'https://www.semanticscholar.org/author/P.-Blunsom/1685771', 'https://www.semanticscholar.org/author/Zichao-Yang/8387085', 'https://www.semanticscholar.org/author/Chris-Dyer/1745899']","[{'Publications': '54', 'h-index': '24', 'Citations': '3,482', 'Highly Influential Citations': '408'}, {'Publications': '151', 'h-index': '50', 'Citations': '15,155', 'Highly Influential Citations': '1,734'}, {'Publications': '32', 'h-index': '19', 'Citations': '6,062', 'Highly Influential Citations': '850'}, {'Publications': '239', 'h-index': '68', 'Citations': '28,315', 'Highly Influential Citations': '3,824'}]"
Deep Learning with Sets and Point Clouds,"['https://www.semanticscholar.org/author/J.-Schneider/1753432', 'https://www.semanticscholar.org/author/B.-P%C3%B3czos/1719347', 'https://www.semanticscholar.org/author/Siamak-Ravanbakhsh/2111187']","[{'Publications': '226', 'h-index': '49', 'Citations': '7,975', 'Highly Influential Citations': '654'}, {'Publications': '249', 'h-index': '50', 'Citations': '8,820', 'Highly Influential Citations': '1,013'}, {'Publications': '43', 'h-index': '14', 'Citations': '1,769', 'Highly Influential Citations': '170'}]"
Exponential Machines,"['https://www.semanticscholar.org/author/Jiachen-Tu/97546462', 'https://www.semanticscholar.org/author/Yishu-Bai/1390629782', 'https://www.semanticscholar.org/author/Mengzhuo-Yang/25115124', 'https://www.semanticscholar.org/author/Libao-Zhang/2121454', 'https://www.semanticscholar.org/author/Peter-O.-Denno/1744246']","[{'Publications': '6', 'h-index': '2', 'Citations': '10', 'Highly Influential Citations': '1'}, {'Publications': '5', 'h-index': '2', 'Citations': '10', 'Highly Influential Citations': '1'}, {'Publications': '9', 'h-index': '2', 'Citations': '18', 'Highly Influential Citations': '1'}, {'Publications': '85', 'h-index': '8', 'Citations': '192', 'Highly Influential Citations': '7'}, {'Publications': '69', 'h-index': '11', 'Citations': '337', 'Highly Influential Citations': '11'}]"
Adversarial examples in the physical world,"['https://www.semanticscholar.org/author/A.-Kurakin/145714153', 'https://www.semanticscholar.org/author/I.-Goodfellow/153440022', 'https://www.semanticscholar.org/author/Samy-Bengio/1751569']","[{'Publications': '24', 'h-index': '17', 'Citations': '8,517', 'Highly Influential Citations': '1,439'}, {'Publications': '117', 'h-index': '64', 'Citations': '102,919', 'Highly Influential Citations': '14,323'}, {'Publications': '376', 'h-index': '81', 'Citations': '40,207', 'Highly Influential Citations': '4,807'}]"
Gated Multimodal Units for Information Fusion,"['https://www.semanticscholar.org/author/F.-Gonz%C3%A1lez/145580599', 'https://www.semanticscholar.org/author/John-Arevalo/3258998', 'https://www.semanticscholar.org/author/M.-Montes-y-G%C3%B3mez/1389780530', 'https://www.semanticscholar.org/author/T.-Solorio/1794626']","[{'Publications': '197', 'h-index': '31', 'Citations': '4,421', 'Highly Influential Citations': '249'}, {'Publications': '19', 'h-index': '10', 'Citations': '898', 'Highly Influential Citations': '51'}, {'Publications': '251', 'h-index': '31', 'Citations': '3,905', 'Highly Influential Citations': '285'}, {'Publications': '158', 'h-index': '28', 'Citations': '2,854', 'Highly Influential Citations': '333'}]"
Warped Convolutions: Efficient Invariance to Spatial Transformations,"['https://www.semanticscholar.org/author/Jo%C3%A3o-F.-Henriques/143848064', 'https://www.semanticscholar.org/author/A.-Vedaldi/1687524']","[{'Publications': '54', 'h-index': '23', 'Citations': '11,107', 'Highly Influential Citations': '2,605'}, {'Publications': '257', 'h-index': '77', 'Citations': '47,391', 'Highly Influential Citations': '6,181'}]"
Human perception in computer vision,['https://www.semanticscholar.org/author/Ron-Dekel/3138161'],"[{'Publications': '18', 'h-index': '4', 'Citations': '35', 'Highly Influential Citations': '2'}]"
Binary Paragraph Vectors,"['https://www.semanticscholar.org/author/Marcin-Kurdziel/2138307', 'https://www.semanticscholar.org/author/Karol-Grzegorczyk/2473173']","[{'Publications': '30', 'h-index': '9', 'Citations': '302', 'Highly Influential Citations': '10'}, {'Publications': '8', 'h-index': '4', 'Citations': '37', 'Highly Influential Citations': '1'}]"
Modularized Morphing of Neural Networks,"['https://www.semanticscholar.org/author/Tao-Wei/2068206635', 'https://www.semanticscholar.org/author/C.-Wang/1697065']","[{'Publications': '9', 'h-index': '3', 'Citations': '110', 'Highly Influential Citations': '8'}, {'Publications': '108', 'h-index': '29', 'Citations': '3,353', 'Highly Influential Citations': '259'}]"
NEUROGENESIS-INSPIRED DICTIONARY LEARNING: ONLINE MODEL ADAPTION IN A CHANGING WORLD,"['https://www.semanticscholar.org/author/G.-Cecchi/40193335', 'https://www.semanticscholar.org/author/I.-Rish/2109771', 'https://www.semanticscholar.org/author/S.-Garg/144529280', 'https://www.semanticscholar.org/author/A.-Lozano/145611269']","[{'Publications': '215', 'h-index': '35', 'Citations': '5,353', 'Highly Influential Citations': '270'}, {'Publications': '172', 'h-index': '30', 'Citations': '5,319', 'Highly Influential Citations': '356'}, {'Publications': '222', 'h-index': '26', 'Citations': '2,342', 'Highly Influential Citations': '51'}, {'Publications': '84', 'h-index': '20', 'Citations': '1,324', 'Highly Influential Citations': '129'}]"
Low-rank passthrough neural networks,['https://www.semanticscholar.org/author/Antonio-Valerio-Miceli-Barone/3282877'],"[{'Publications': '23', 'h-index': '12', 'Citations': '992', 'Highly Influential Citations': '110'}]"
Towards Understanding the Invertibility of Convolutional Neural Networks,"['https://www.semanticscholar.org/author/Honglak-Lee/1697141', 'https://www.semanticscholar.org/author/Kibok-Lee/2208511', 'https://www.semanticscholar.org/author/A.-Gilbert/1795861', 'https://www.semanticscholar.org/author/Y.-Zhang/145489055']","[{'Publications': '180', 'h-index': '69', 'Citations': '33,160', 'Highly Influential Citations': '3,789'}, {'Publications': '34', 'h-index': '15', 'Citations': '1,439', 'Highly Influential Citations': '246'}, {'Publications': '142', 'h-index': '41', 'Citations': '16,780', 'Highly Influential Citations': '1,560'}, {'Publications': '202', 'h-index': '33', 'Citations': '4,324', 'Highly Influential Citations': '247'}]"
Recurrent Normalization Propagation,"['https://www.semanticscholar.org/author/Pascal-Vincent/145467703', 'https://www.semanticscholar.org/author/Nicolas-Ballas/2482072', 'https://www.semanticscholar.org/author/C%C3%A9sar-Laurent/40201308']","[{'Publications': '71', 'h-index': '35', 'Citations': '21,048', 'Highly Influential Citations': '1,647'}, {'Publications': '57', 'h-index': '22', 'Citations': '7,146', 'Highly Influential Citations': '858'}, {'Publications': '12', 'h-index': '6', 'Citations': '2,843', 'Highly Influential Citations': '219'}]"
Learning in Implicit Generative Models,"['https://www.semanticscholar.org/author/Balaji-Lakshminarayanan/40627523', 'https://www.semanticscholar.org/author/S.-Mohamed/14594344']","[{'Publications': '52', 'h-index': '27', 'Citations': '6,092', 'Highly Influential Citations': '757'}, {'Publications': '60', 'h-index': '33', 'Citations': '12,839', 'Highly Influential Citations': '1,643'}]"
Intelligible Language Modeling with Input Switched Affine Networks,"['https://www.semanticscholar.org/author/David-Sussillo/3089810', 'https://www.semanticscholar.org/author/J.-Sohl-Dickstein/1407546424', 'https://www.semanticscholar.org/author/Jakob-N.-Foerster/145356667', 'https://www.semanticscholar.org/author/J.-Chorowski/2292403', 'https://www.semanticscholar.org/author/J.-Gilmer/2058362']","[{'Publications': '48', 'h-index': '29', 'Citations': '4,622', 'Highly Influential Citations': '340'}, {'Publications': '108', 'h-index': '39', 'Citations': '8,135', 'Highly Influential Citations': '1,120'}, {'Publications': '60', 'h-index': '22', 'Citations': '3,727', 'Highly Influential Citations': '625'}, {'Publications': '47', 'h-index': '18', 'Citations': '7,866', 'Highly Influential Citations': '607'}, {'Publications': '42', 'h-index': '21', 'Citations': '6,903', 'Highly Influential Citations': '936'}]"
Lifelong Perceptual Programming By Example,"['https://www.semanticscholar.org/author/Alexander-L.-Gaunt/35058304', 'https://www.semanticscholar.org/author/Marc-Brockschmidt/2107692', 'https://www.semanticscholar.org/author/Daniel-Tarlow/1725299', 'https://www.semanticscholar.org/author/Nate-Kushman/1684887']","[{'Publications': '44', 'h-index': '17', 'Citations': '1,904', 'Highly Influential Citations': '142'}, {'Publications': '64', 'h-index': '27', 'Citations': '4,058', 'Highly Influential Citations': '549'}, {'Publications': '75', 'h-index': '25', 'Citations': '3,695', 'Highly Influential Citations': '437'}, {'Publications': '33', 'h-index': '19', 'Citations': '2,136', 'Highly Influential Citations': '248'}]"
Alternating Direction Method of Multipliers for Sparse Convolutional Neural Networks,"['https://www.semanticscholar.org/author/Christian-Gagn%C3%A9/1712120', 'https://www.semanticscholar.org/author/Mahdieh-Abbasi/9204759', 'https://www.semanticscholar.org/author/Farkhondeh-Kiaee/35117118']","[{'Publications': '105', 'h-index': '23', 'Citations': '2,898', 'Highly Influential Citations': '216'}, {'Publications': '11', 'h-index': '5', 'Citations': '133', 'Highly Influential Citations': '10'}, {'Publications': '8', 'h-index': '4', 'Citations': '58', 'Highly Influential Citations': '4'}]"
