author_name,ratings,papers_accepted,papers_rejected,papers_submitted,gender,return_2021,first_author,last_author,first_time_author,gender_of_last_author
Wanyun Cui,"[[1, 3, 1], [3, 1, 1], [3, 1, 1]]",0,3,3,m,0,1,1,0,m
Yuxian Meng,"[[6, 3, 3], [3, 6, 3]]",0,2,2,m,0,1,0,1,m
Jiwei Li,"[[6, 3, 3], [3, 6, 3]]",0,2,2,m,0,0,1,0,m
Yanyan Liang,"[[3, 3, 3]]",0,1,1,f,0,1,0,1,f
Qian Xu,"[[3, 3, 3]]",0,1,1,f,0,0,1,0,f
Kunal Menda,"[[6, 6, 6]]",0,1,1,m,0,1,0,1,m
Zachary Manchester,"[[6, 6, 6]]",0,1,1,m,0,0,1,1,m
Diego Ihara,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
Anastasios Sidiropoulos,"[[3, 6, 3]]",0,1,1,m,0,0,1,1,m
Carl Allen*,"[[6, 6, 6]]",0,1,1,m,0,1,0,1,m
Timothy M Hospedales,"[[6, 6, 6]]",0,1,1,m,0,0,1,1,m
Mingzhe Wang,"[[6, 6, 3], [3, 3, 3]]",0,2,2,m,0,1,0,1,m
Sainbayar Sukhbaatar,"[[3, 6, 6]]",0,1,1,m,1,1,0,0,m
Łukasz Struski,"[[3, 3]]",0,1,1,m,0,1,0,0,m
Krzysztof Maziarz,"[[3, 3], [3, 6, 3], [3, 3, 3]]",0,3,3,m,0,1,1,0,m
Marcel Nassar,"[[3, 1, 3]]",0,1,1,m,0,1,0,1,m
Evren Tumer,"[[3, 1, 3]]",0,1,1,m,0,0,1,1,m
Berry Weinstein,"[[1, 1, 3], [6, 3, 3]]",0,2,2,m,1,1,0,1,m
Yacov Hel-Or,"[[1, 1, 3]]",0,1,1,m,1,0,1,1,m
Wengong Jin,"[[3, 3, 6]]",0,1,1,m,1,1,0,0,m
Sean Vasquez,"[[6, 3, 8]]",0,1,1,m,0,1,0,1,m
Ronan Fablet,"[[3, 1, 1], [3, 3, 6]]",0,2,2,m,0,1,1,1,m
François Rousseau,"[[3, 1, 1]]",0,1,1,m,0,0,1,1,m
Dilip Arumugam,"[[1, 1, 1]]",0,1,1,m,0,1,0,0,m
Bill Dolan,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Chuan Guo,"[[3, 3, 3]]",0,1,1,m,0,1,0,0,f
Jingwei GUAN,"[[3, 3, 1]]",0,1,1,f,0,1,0,1,m
Songnan LI and Dahai YU,"[[3, 3, 1]]",0,1,1,m,0,0,1,1,m
Raphael Fettaya,"[[1, 1, 3], [1, 3, 1, 3]]",0,2,2,m,0,1,0,1,m
Yishay Mansour,"[[1, 1, 3]]",0,1,1,m,0,0,1,1,m
Ruo Yu Tao,"[[1, 6, 3]]",0,1,1,m,0,1,0,1,m
Henning Petzka,"[[1, 3, 3]]",0,1,1,m,1,1,0,0,m
Cristian Sminchisescu,"[[1, 3, 3]]",0,1,1,m,1,0,1,1,m
Ali Sabet,"[[3, 3, 8]]",0,1,1,m,0,1,0,1,m
Jun Liu,"[[3, 3, 8], [3, 3, 6]]",0,2,2,m,0,1,0,1,f
Siyang Wang,"[[1, 3, 3]]",0,1,1,f,0,1,0,1,m
Zhuowen Tu,"[[1, 3, 3], [3, 1, 3], [3, 3, 3], [1, 3, 3]]",0,4,4,m,1,0,1,0,m
Michael Kuchnik,"[[3, 6, 3, 6]]",0,1,1,m,0,1,0,0,m
Biao Jia,"[[3, 1, 1]]",0,1,1,m,0,1,0,1,m
Dinesh Manocha,"[[3, 1, 1]]",0,1,1,m,1,0,1,1,m
Matthew Willetts,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
Chris Holmes,"[[3, 6, 3]]",0,1,1,m,1,0,1,1,m
Daniel Li,"[[3, 3, 6]]",0,1,1,m,0,1,0,0,m
Itsik Pe’er,"[[3, 3, 6]]",0,1,1,m,0,0,1,1,m
Zachary M. Ziegler,"[[8, 8, 3]]",0,1,1,m,0,1,0,1,m
Alexander M. Rush,"[[8, 8, 3], [3, 8, 3], [3, 3, 1], [3, 3, 6]]",0,4,4,m,0,0,1,0,m
Ke Li*,"[[3, 3, 6]]",0,1,1,m,0,1,0,0,m
Jitendra Malik,"[[3, 3, 6], [3, 3, 3]]",0,2,2,m,1,0,1,0,m
Judy Hoffman,"[[6, 3, 3], [3, 8, 3], [3, 6, 3]]",0,3,3,f,0,1,1,0,f
Sho Yaida,"[[6, 3, 3], [3, 3, 3], [3, 3, 3]]",0,3,3,m,0,1,1,0,m
Bowen Weng,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
Wei Zhang,"[[3, 3, 1]]",0,1,1,m,1,0,1,0,m
Joonhyun Jeong,"[[3, 8, 3]]",0,1,1,m,0,1,0,1,m
Nicolas Papernot,"[[6, 6, 3], [3, 6, 6], [3, 3, 1]]",0,3,3,m,1,1,1,0,m
Ulfar Erlingsson,"[[6, 6, 3]]",0,1,1,m,0,0,1,0,m
Yuandong Tian,"[[3, 3, 3], [3, 3, 3], [3, 3, 1], [1, 3, 6], [1, 3, 3], [6, 3, 3], [3, 3, 3]]",0,7,7,m,1,1,1,0,m
Juntang Zhuang,"[[1, 6, 3]]",0,1,1,m,1,1,0,1,m
James S. Duncan,"[[1, 6, 3]]",0,1,1,m,0,0,1,1,m
Ivan Ovinnikov,"[[3, 6, 3], [3, 6, 3]]",0,2,2,m,0,1,1,1,m
Haotian Zhang,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
Zongben Xu,"[[3, 3, 1]]",0,1,1,m,1,0,1,1,m
Alexandre Defossez,"[[8, 3, 3]]",0,1,1,m,0,1,0,1,m
Francis Bach,"[[8, 3, 3]]",0,1,1,m,1,0,1,1,m
Johan Ferret,"[[8, 3, 6]]",0,1,1,m,1,1,0,1,m
Olivier Pietquin,"[[8, 3, 6], [6, 6, 3], [1, 3, 3]]",0,3,3,m,1,0,1,0,m
Atsushi Nitanda,"[[8, 3, 3]]",0,1,1,f,1,1,0,1,f
Yufei Wang*,"[[3, 3, 6]]",0,1,1,f,0,1,0,1,m
Paul Soulos,"[[6, 3, 6]]",0,1,1,m,0,1,0,1,m
Paul Smolensky,"[[6, 3, 6], [1, 3, 3], [3, 6, 6], [6, 3, 3]]",0,4,4,m,0,0,1,0,m
Zhihao Xing,"[[6, 6, 1]]",0,1,1,u,0,1,0,1,m
Shikui Tu,"[[6, 6, 1], [3, 3, 3, 6]]",0,2,2,m,0,0,1,1,m
Yu He,"[[6, 3, 3]]",0,1,1,u,0,1,0,1,u
Bo Zheng,"[[6, 3, 3]]",0,1,1,u,0,0,1,1,u
Jonas Rothfuss,"[[6, 3, 3]]",0,1,1,m,1,1,0,0,m
Andreas Krause,"[[6, 3, 3]]",0,1,1,m,1,0,1,0,m
Masahiro Kato,"[[3, 3, 3]]",0,1,1,m,1,1,0,0,m
Shigeo Morishima,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Mizanu Zelalem,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,u
Million Meshesha (PhD),"[[1, 1, 1]]",0,1,1,u,0,0,1,1,u
Vijay Veerabadran,"[[1, 1, 3]]",0,1,1,m,0,1,0,1,m
Fawaz Sammani,"[[1, 3, 1]]",0,1,1,m,0,1,0,1,m
Abdelsalam Hamdi,"[[1, 3, 1]]",0,1,1,m,0,0,1,1,m
Charles Lovering,"[[6, 3, 3]]",0,1,1,m,1,1,0,1,f
Ellie Pavlick,"[[6, 3, 3]]",0,1,1,f,1,0,1,0,f
Yingjing Lu,"[[1, 3, 3, 3]]",0,1,1,m,0,1,0,1,m
Runde Yang,"[[1, 3, 3, 3]]",0,1,1,m,0,0,1,1,m
Reza Oftadeh,"[[6, 6, 3]]",0,1,1,m,0,1,0,1,m
Dylan Shell,"[[6, 6, 3]]",0,1,1,m,0,0,1,1,m
Tengfei Ma,"[[6, 3, 3], [6, 3, 3], [3, 6, 6]]",0,3,3,m,1,1,0,0,m
Jimeng Sun,"[[6, 3, 3]]",0,1,1,m,1,0,1,0,m
Ning-Chi Huang,"[[1, 3, 3]]",0,1,1,u,0,1,0,1,m
Kai-Chiang Wu,"[[1, 3, 3]]",0,1,1,m,0,0,1,1,m
Qiang Sun,"[[1, 3, 1]]",0,1,1,m,0,1,0,0,m
Xiangyang Xue,"[[1, 3, 1], [6, 6, 3]]",0,2,2,m,0,0,1,0,m
Emre Barut,"[[8, 8, 3, 6, 6]]",0,1,1,m,0,1,0,1,m
Shunyan Luo,"[[8, 8, 3, 6, 6]]",0,1,1,m,0,0,1,1,m
Rui Wang,"[[6, 3, 6], [3, 3, 3]]",0,2,2,m,1,1,0,0,f
Rose Yu,"[[6, 3, 6]]",0,1,1,f,1,0,1,0,f
Yongseok Choi,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Dong-Yeon Cho,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Wei Zhou,"[[3, 3, 6]]",0,1,1,u,1,1,0,1,m
Ohad Amosy and Gal Chechik,"[[3, 3, 1, 3], [3, 3, 1, 3]]",0,2,2,m,0,1,1,1,m
Xinlin Li,"[[1, 1, 3]]",0,1,1,m,0,1,0,1,m
Vahid Partovi Nia,"[[1, 1, 3], [3, 6, 1, 3]]",0,2,2,m,0,0,1,0,m
Jonathan Heek,"[[6, 3, 6]]",0,1,1,m,0,1,0,1,m
Nal Kalchbrenner,"[[6, 3, 6], [1, 6, 1, 3]]",0,2,2,m,1,0,1,0,m
Chong Yu,"[[3, 6, 6]]",0,1,1,m,0,1,0,0,m
Jeff Pool,"[[3, 6, 6]]",0,1,1,m,0,0,1,0,m
Fei Deng,"[[3, 3, 3]]",0,1,1,f,1,1,0,1,m
Hideaki Hayashi,"[[3, 3, 1]]",0,1,1,m,1,1,0,1,m
Seiichi Uchida,"[[3, 3, 1]]",0,1,1,m,1,0,1,1,m
Modar Alfadly,"[[3, 1, 3], [3, 3, 3]]",0,2,2,m,0,1,0,1,m
Yonathan Efroni,"[[3, 3, 6], [6, 3, 3]]",0,2,2,m,0,1,0,1,m
David Scott Krueger,"[[6, 1, 1]]",0,1,1,m,0,1,0,1,m
Jan Leike,"[[6, 1, 1]]",0,1,1,m,1,0,1,0,m
Wenshan Wang,"[[3, 1, 3]]",0,1,1,f,0,1,0,1,m
Sebastian Scherer,"[[3, 1, 3]]",0,1,1,m,1,0,1,1,m
Azade Nazi,"[[6, 6, 6]]",0,1,1,f,0,1,0,1,m
Zhiyang Chen,"[[1, 6, 1]]",0,1,1,m,0,1,0,1,m
Hang Su,"[[1, 6, 1], [1, 3, 1], [1, 6, 1]]",0,3,3,m,1,0,1,0,m
Takuma Seno,"[[1, 3, 8]]",0,1,1,m,0,1,0,1,m
Michita Imai,"[[1, 3, 8]]",0,1,1,m,0,0,1,1,m
Martin Längkvist,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,f
Amy Loutfi,"[[3, 3, 1]]",0,1,1,f,0,0,1,1,f
Arushi Gupta,"[[6, 3, 3]]",0,1,1,f,1,1,0,1,m
Thomas Pinetz,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Thomas Pock,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Amit Moryossef,"[[1, 3, 1]]",0,1,1,m,0,1,0,1,m
Quentin Grail,"[[8, 3, 3]]",0,1,1,m,0,1,0,0,m
Eric Gaussier,"[[8, 3, 3], [3, 1, 3]]",0,2,2,m,0,0,1,1,m
Tal Daniel,"[[6, 6, 3]]",0,1,1,m,0,1,0,1,m
Ronan Riochet,"[[3, 6, 3, 3]]",0,1,1,m,0,1,0,1,m
Emmanuel Dupoux,"[[3, 6, 3, 3]]",0,1,1,m,0,0,1,1,m
Jasjeet Dhaliwal,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Kyle Hambrook,"[[3, 3, 6]]",0,1,1,m,0,0,1,1,m
Danilo J. Rezende,"[[8, 1, 3, 6], [3, 6, 6]]",0,2,2,m,0,1,1,0,m
David Silver,"[[8, 1, 3, 6], [6, 6, 6]]",0,2,2,m,0,0,1,0,m
Hyunwook Kang,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Jinkyoo Park,"[[3, 3, 3]]",0,1,1,m,1,0,1,1,m
Louis Faury,"[[8, 6, 6]]",0,1,1,m,0,1,0,1,m
Olivier Fercoq,"[[8, 6, 6]]",0,1,1,m,0,0,1,1,m
Mitchell A Gordon,"[[6, 3, 3]]",0,1,1,m,1,1,0,1,m
Nicholas Andrews,"[[6, 3, 3]]",0,1,1,m,0,0,1,1,m
Katsuki Ohto,"[[1, 1, 1], [1, 1, 1]]",0,2,2,m,0,1,1,1,m
Haohan Wang,"[[1, 1, 1]]",0,1,1,m,1,1,0,0,m
Eric P. Xing,"[[1, 1, 1]]",0,1,1,m,0,0,1,0,m
Guanyang Wang,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Lukasz Kidzinski,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Guowu Yang,"[[1, 1, 1]]",0,1,1,m,1,0,1,1,m
Gabriel Huang,"[[6, 3, 3]]",0,1,1,m,1,1,0,0,m
Christian Tomani,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Florian Buettner,"[[3, 3, 3]]",0,1,1,m,0,0,1,0,m
Fanhua Shang,"[[8, 1, 6], [6, 3, 3]]",0,2,2,m,0,1,0,1,f
Hongying Liu,"[[8, 1, 6], [6, 3, 3]]",0,2,2,f,0,0,1,1,f
Anas Barakat,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Pascal Bianchi,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Ze Cheng,"[[3, 1, 3]]",0,1,1,m,0,1,0,1,m
Florian Metze,"[[3, 1, 3]]",0,1,1,m,1,0,1,0,m
Meet P. Vadera,"[[3, 6, 6]]",0,1,1,m,0,1,0,1,m
Benjamin M. Marlin,"[[3, 6, 6]]",0,1,1,m,0,0,1,1,m
Che Wang,"[[6, 3, 3], [3, 1, 3]]",0,2,2,m,1,1,0,1,m
Keith Ross,"[[6, 3, 3], [3, 1, 3]]",0,2,2,m,0,0,1,1,m
Jianguo Liu,"[[3, 1, 6]]",0,1,1,u,0,1,0,1,u
Fuwu Yan,"[[3, 1, 6]]",0,1,1,u,0,0,1,1,u
Yaza Wainakh,"[[6, 3, 1]]",0,1,1,m,0,1,0,1,m
Michael Pradel,"[[6, 3, 1]]",0,1,1,m,0,0,1,1,m
Miao Yang and Ke Hu,"[[3, 1, 3]]",0,1,1,u,0,1,0,1,u
Zhiqiang Wei,"[[3, 1, 3]]",0,1,1,u,0,0,1,1,u
Dongha Lee,"[[3, 6, 3]]",0,1,1,m,1,1,0,1,m
Ruizhe Zhao,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Tanvir Ahmed,"[[3, 3, 6]]",0,1,1,m,0,0,1,1,m
Axel Finke,"[[8, 3, 6]]",0,1,1,m,0,1,0,1,m
Alexandre H. Thiery,"[[8, 3, 6]]",0,1,1,m,1,0,1,1,m
Naveen Mellempudi,"[[6, 1, 6]]",0,1,1,m,0,1,0,0,m
Bharat Kaul,"[[6, 1, 6], [1, 1, 3]]",0,2,2,m,0,0,1,0,m
Justin Sahs,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
Ankit Patel,"[[3, 6, 3], [6, 3, 3]]",0,2,2,m,1,0,1,0,m
Akhil Kedia,"[[6, 6]]",0,1,1,m,1,1,0,1,m
Sandesh Kamath,"[[3, 1, 3], [3, 3, 3]]",0,2,2,m,0,1,0,0,m
K V Subrahmanyam,"[[3, 1, 3], [3, 3, 3]]",0,2,2,m,0,0,1,0,m
S. Goldt,"[[1, 1, 3]]",0,1,1,m,0,1,0,1,f
L. Zdeborová,"[[1, 1, 3]]",0,1,1,f,0,0,1,1,f
Adam Dziedzic,"[[3, 3, 6]]",0,1,1,m,1,1,0,1,m
Sanjay Krishnan,"[[3, 3, 6]]",0,1,1,m,0,0,1,0,m
Ivanov Sergey,"[[6, 1, 1, 3]]",0,1,1,m,0,1,0,1,m
Evgeny Burnaev,"[[6, 1, 1, 3], [1, 1, 1]]",0,2,2,m,1,0,1,0,m
Olivier J Henaff,"[[3, 3, 6, 3]]",0,1,1,m,0,1,0,1,m
Chang Chen,"[[3, 6, 3, 3]]",0,1,1,m,0,1,0,1,m
Serguei Barannikov,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Vyacheslav Kungurtsev,"[[3, 3, 3]]",0,1,1,m,1,1,0,1,m
Dan Alistarh,"[[3, 3, 3]]",0,1,1,m,1,0,1,0,m
Shucong Zhang,"[[3, 3, 3]]",0,1,1,u,0,1,0,1,m
Steve Renals,"[[3, 3, 3]]",0,1,1,m,0,0,1,0,m
Zeyi Tao,"[[3, 1, 3]]",0,1,1,m,0,1,0,0,m
Qun Li,"[[3, 1, 3]]",0,1,1,m,0,0,1,0,m
Zhile Yang*,"[[3, 3, 1]]",0,1,1,u,0,1,0,1,m
Feng Chen,"[[3, 3, 1], [3, 1], [3, 3, 3], [6, 3]]",0,4,4,m,1,0,1,0,m
Woo-Young Kang,"[[1, 1, 3]]",0,1,1,u,0,1,0,1,m
Byoung-Tak Zhang,"[[1, 1, 3], [6, 6, 6]]",0,2,2,m,1,0,1,0,m
Zhenxin Xiao,"[[3, 3]]",0,1,1,m,0,1,0,1,m
Yifan Wu,"[[6, 6, 6], [1, 6, 8]]",0,2,2,m,0,1,0,0,m
Ofir Nachum,"[[6, 6, 6], [3, 3, 3]]",0,2,2,m,1,1,1,0,m
Pedro Alonso,"[[3, 1, 3]]",0,1,1,m,0,1,0,1,m
Marcus Liwicki,"[[3, 1, 3]]",0,1,1,m,0,0,1,0,m
Pavel Izmailov,"[[6, 1, 1]]",0,1,1,m,0,1,0,0,m
Andrew Wilson,"[[6, 1, 1]]",0,1,1,m,0,0,1,1,m
Yunhui Guo,"[[3, 3, 3], [3, 3, 3]]",0,2,2,m,0,1,0,1,f
Tajana Rosing,"[[3, 3, 3], [3, 3, 3]]",0,2,2,f,0,0,1,1,f
Juho Lee,"[[3, 3, 3], [6, 3, 6, 3]]",0,2,2,m,1,1,0,0,m
Javier Carrasco,"[[1, 6, 6]]",0,1,1,m,0,1,0,1,m
Jorge Pérez,"[[1, 6, 6]]",0,1,1,m,0,0,1,0,m
Kun Xu,"[[6, 3, 3]]",0,1,1,m,0,1,0,0,m
Rares-Darius Buhai,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
David Sontag,"[[3, 3, 6]]",0,1,1,m,0,0,1,0,m
Geoff Pleiss,"[[3, 3, 3], [3, 3, 1, 1]]",0,2,2,m,0,1,0,0,m
Chih-Kuan Yeh,"[[6, 6, 3, 3]]",0,1,1,m,1,1,0,0,m
Firas JARBOUI,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Roman EGGER,"[[6, 3, 3]]",0,1,1,m,0,0,1,1,m
Weijie Fu,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Xia Hu,"[[6, 3, 3]]",0,1,1,m,1,0,1,1,m
Benjamin Akera,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Jonathan Mukiibi,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Haowen Xu,"[[6, 3, 3]]",0,1,1,m,1,1,0,0,m
Dan Pei,"[[6, 3, 3]]",0,1,1,m,0,0,1,1,m
Wataru Kawai,"[[3, 1, 3]]",0,1,1,m,0,1,0,1,m
Yonatan Dukler,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
Guido Montufar,"[[3, 6, 3], [3, 3, 3, 6]]",0,2,2,m,1,0,1,0,m
Ahmed Ayyad,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Shadi Albarqouni,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Kenneth Marino,"[[3, 3, 1]]",0,1,1,m,1,1,0,0,u
Hongting Zhang,"[[3, 3, 6]]",0,1,1,u,0,1,0,1,m
Pan Zhou,"[[3, 3, 6]]",0,1,1,m,1,0,1,0,m
Moti Kadosh,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Ariel Shamir,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Liang Zhao,"[[6, 3], [3, 3, 8], [1, 6], [1, 3, 3], [3, 1, 3]]",0,5,5,m,1,1,1,0,m
Xiaojie Guo,"[[6, 3], [3, 3, 8]]",0,2,2,m,1,1,1,0,m
Hesham Mostafa,"[[3, 3, 6], [3, 3, 6]]",0,2,2,m,0,1,1,0,m
"Chiyu Max"" Jiang","[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
"Philip Marcus""","[[3, 6, 3]]",0,1,1,m,0,0,1,1,m
Andrea Gesmundo,"[[3, 6, 3], [3, 3, 3]]",0,2,2,m,0,0,1,0,m
Mehrad Moradshahi,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,f
Hyojin Bahng,"[[6, 6, 6]]",0,1,1,f,0,1,0,1,m
Seong Joon Oh,"[[6, 6, 6]]",0,1,1,m,1,0,1,0,m
Suraj Tripathi,"[[3, 1, 3]]",0,1,1,m,0,1,0,1,m
Abhay Kumar,"[[3, 1, 3]]",0,1,1,m,0,0,1,1,m
Aaron Havens,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Yasuhiro Fujita,"[[3, 3, 6]]",0,1,1,m,0,0,1,1,m
Elan Rosenfeld,"[[3, 3, 3]]",0,1,1,m,1,1,0,1,m
Ping Li,"[[3, 3, 3], [3, 1, 1], [6, 6, 3], [6, 3, 1]]",0,4,4,m,1,0,1,0,m
Shuangfei Zhai,"[[1, 1, 3]]",0,1,1,m,1,1,0,0,m
Joshua M. Susskind,"[[1, 1, 3]]",0,1,1,m,1,0,1,1,m
Anna C. Gilbert,"[[6, 3, 6]]",0,1,1,f,0,1,0,0,m
Rishi Sonthalia,"[[6, 3, 6]]",0,1,1,m,0,0,1,1,m
Sungsoo Ahn,"[[6, 3, 6]]",0,1,1,m,1,1,0,1,m
Nicolas Martin,"[[1, 3, 3, 3]]",0,1,1,m,0,0,1,0,m
Petros Christodoulou,"[[3, 8, 1]]",0,1,1,m,1,1,0,1,m
A. Aldo Faisal,"[[3, 8, 1]]",0,1,1,m,0,0,1,1,m
Luca Laurenti,"[[3, 1, 1]]",0,1,1,m,0,1,0,1,f
Marta Kwiatkowska,"[[3, 1, 1]]",0,1,1,f,0,0,1,1,f
Eric Zhan,"[[6, 3, 3]]",0,1,1,m,0,1,0,0,m
Qingyang Wu,"[[1, 3, 8]]",0,1,1,m,1,1,0,1,m
Jung-Su Ha,"[[6, 1, 3]]",0,1,1,m,0,1,0,1,m
Han-Lim Choi,"[[6, 1, 3]]",0,1,1,m,0,0,1,1,m
Lukas Balles,"[[3, 1, 3]]",0,1,1,m,0,1,0,0,m
Nicolas Le Roux,"[[3, 1, 3]]",0,1,1,m,1,0,1,0,m
Eric Battenberg,"[[6, 6, 3]]",0,1,1,m,0,1,0,1,m
Guillaume Matheron,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Nicolas Perrin,"[[6, 3, 3]]",0,1,1,m,1,0,1,1,m
Renlong Jie,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,m
Minh-Ngoc Tran,"[[1, 3, 3]]",0,1,1,m,1,0,1,1,m
Xiongwei Wu,"[[6, 3, 8]]",0,1,1,m,0,1,0,1,m
Steven C. H. Hoi,"[[6, 3, 8]]",0,1,1,m,0,0,1,0,m
Jiahui Yu,"[[6, 3, 3], [3, 3, 6]]",0,2,2,m,1,1,0,0,m
Thomas Huang,"[[6, 3, 3], [3, 3, 6], [6, 6, 3]]",0,3,3,m,1,0,1,0,m
Brian Chmiel,"[[3, 3, 8], [6, 6, 6]]",0,2,2,m,1,1,0,1,m
Avi Mendelson,"[[3, 3, 8], [6, 6, 6]]",0,2,2,m,1,0,1,0,m
Chandramouli S Sastry,"[[3, 8, 3]]",0,1,1,m,0,1,0,1,m
Sageev Oore,"[[3, 8, 3]]",0,1,1,m,0,0,1,0,m
Abel Brown,"[[1, 1, 3]]",0,1,1,m,1,1,0,1,m
Robert DiPietro,"[[1, 1, 3]]",0,1,1,m,1,0,1,0,m
Kuei-Tso Lee,"[[1, 1]]",0,1,1,u,0,1,0,1,m
Sheng-Jyh Wang,"[[1, 1]]",0,1,1,m,0,0,1,1,m
Tianyuan Yu,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Tao Xiang,"[[6, 3, 3]]",0,1,1,m,1,0,1,1,m
Ryan P. Adams,"[[3, 1, 3]]",0,1,1,m,0,0,1,0,m
Haidar Khan,"[[3, 6, 3, 3]]",0,1,1,m,0,1,0,1,m
Bülent Yener,"[[3, 6, 3, 3]]",0,1,1,m,0,0,1,1,m
Claudio Michaelis,"[[3, 3, 3]]",0,1,1,m,1,1,0,0,m
Wieland Brendel,"[[3, 3, 3]]",0,1,1,m,1,0,1,0,m
Adrián Csiszárik,"[[3, 6, 3], [6, 3, 3]]",0,2,2,m,1,1,0,1,m
Dániel Varga,"[[3, 6, 3]]",0,1,1,m,0,0,1,1,m
Ruoxi Jia,"[[1, 1, 3], [6, 1, 3]]",0,2,2,f,1,1,0,0,f
Thang Doan,"[[3, 3, 8]]",0,1,1,f,1,1,0,0,m
R Devon Hjelm,"[[3, 3, 8]]",0,1,1,m,1,0,1,0,m
Isaac Ahern,"[[3, 6, 6]]",0,1,1,m,0,1,0,1,m
Jun Huan,"[[3, 6, 6], [1, 3, 3]]",0,2,2,m,0,0,1,0,m
Chi Thang Duong,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Karl Aberer,"[[3, 3, 3]]",0,1,1,m,0,0,1,0,m
Liudmila Prokhorenkova,"[[6, 6, 3]]",0,1,1,f,1,1,0,1,m
Pim van der Hoorn,"[[6, 6, 3]]",0,1,1,m,0,0,1,1,m
Muhammad Asim,"[[6, 1, 3, 6]]",0,1,1,m,0,1,0,1,m
Paul Hand,"[[6, 1, 3, 6], [1, 3, 3]]",0,2,2,m,0,0,1,0,m
John Chen,"[[6, 3, 3]]",0,1,1,m,1,1,0,1,m
Anastasios Kyrillidis,"[[6, 3, 3]]",0,1,1,m,1,0,1,1,m
Zekarias Tilahun Kefato,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Sarunas Girdzijauskas,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Kaining Zhang,"[[6, 6, 3]]",0,1,1,u,1,1,0,1,f
Hanwei Zhang,"[[3, 3, 6]]",0,1,1,f,0,1,0,1,m
Laurent Amsaleg,"[[3, 3, 6]]",0,1,1,m,0,0,1,1,m
Di Chen,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,f
Carla P. Gomes,"[[3, 6, 3]]",0,1,1,f,0,0,1,1,f
Jeremy Nixon,"[[6, 3, 1], [3, 3]]",0,2,2,m,0,1,0,0,m
Dustin Tran,"[[6, 3, 1], [3, 3]]",0,2,2,m,1,0,1,0,m
Yuxin Wen,"[[6, 3, 6], [3, 3, 8]]",0,2,2,f,0,1,0,1,m
Kui Jia,"[[6, 3, 6], [3, 3, 8]]",0,2,2,m,0,0,1,0,m
Faqiang Liu,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Luping Shi,"[[6, 3, 3]]",0,1,1,m,0,0,1,0,m
Blake Woodworth,"[[6, 8, 3]]",0,1,1,m,0,1,0,1,m
Jishnu Mukhoti,"[[6, 3, 6]]",0,1,1,m,0,1,0,1,m
Puneet Dokania,"[[6, 3, 6]]",0,1,1,m,0,0,1,1,m
Victor Bouvier,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,f
Myriam Tami,"[[3, 3, 3]]",0,1,1,f,0,0,1,1,f
