author_name,ratings,papers_accepted,papers_rejected,papers_submitted,gender,return_2021,first_author,last_author,first_time_author,gender_of_last_author
Xinyue Chen,"[[3, 1, 3]]",0,1,1,f,1,1,0,1,f
Yingzhen Li,"[[3, 8, 8]]",0,1,1,f,1,0,1,0,f
Philip May,"[[1, 1, 1], [1, 1, 1]]",0,2,2,m,0,1,1,1,m
Minghao Han,"[[1, 6, 3]]",0,1,1,m,1,1,0,1,m
Zhuoran Yang,"[[8, 3, 3], [3, 3, 3]]",0,2,2,m,1,1,0,0,f
Ting-Wu Chin,"[[3, 6, 3]]",0,1,1,f,0,1,0,1,m
Diana Marculescu,"[[3, 6, 3]]",0,1,1,m,1,0,1,1,m
Huang Yu-Ting,"[[3, 3, 3, 6]]",0,1,1,f,0,1,0,1,u
Linfang Hou,"[[3, 3, 3]]",0,1,1,u,0,1,0,1,m
Dawei Yin,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Aidan M. Swope,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Kyle T. Story,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Chenjun Xiao,"[[1, 6, 8]]",0,1,1,u,0,1,0,1,m
Martin Müller,"[[1, 6, 8]]",0,1,1,m,0,0,1,1,m
Wenjie Xu,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Stephen S.-T. Yau,"[[3, 3, 6]]",0,1,1,m,0,0,1,1,m
Vassilis Plachouras,"[[3, 3, 1]]",0,1,1,m,0,0,1,1,m
Silviu Paun,"[[3, 8, 6, 6]]",0,1,1,m,0,1,0,1,m
Massimo Poesio,"[[3, 8, 6, 6]]",0,1,1,m,0,0,1,1,m
Zsolt Zombori,"[[6, 3, 3]]",0,1,1,m,1,1,0,1,m
Josef Urban,"[[6, 3, 3]]",0,1,1,m,1,0,1,1,m
Yao Chen,"[[8, 3, 3]]",0,1,1,m,0,1,0,0,m
Lester Mackey,"[[3, 3, 3]]",0,1,1,m,1,0,1,0,m
Mufei Li,"[[3, 6, 1]]",0,1,1,m,0,1,0,1,m
Zheng Zhang,"[[3, 6, 1]]",0,1,1,m,1,0,1,0,m
Da Yu,"[[6, 3, 6], [3, 1, 6]]",0,2,2,m,1,1,0,1,m
Jian Yin,"[[6, 3, 6]]",0,1,1,m,1,0,1,1,m
Jin-Young  Kim,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Sung-Bae Cho,"[[1, 1, 1]]",0,1,1,m,0,0,1,0,m
Pierre H. Richemond,"[[3, 1, 3]]",0,1,1,m,0,1,0,0,m
Carles Riera,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Oriol Pujol,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Chenxingyu Zhao,"[[1, 6, 3, 6]]",0,1,1,m,0,1,0,1,m
Gong Zhang,"[[1, 6, 3, 6]]",0,1,1,m,0,0,1,1,m
Danilo Vasconcellos Vargas,"[[1, 3, 1]]",0,1,1,m,1,1,0,1,m
Moe Matsuki,"[[1, 3, 1]]",0,1,1,m,1,0,1,1,m
Seojin Bang,"[[6, 6, 3]]",0,1,1,f,0,1,0,1,m
Chris Mingard,"[[3, 6, 6]]",0,1,1,m,0,1,0,1,m
Ard A. Louis,"[[3, 6, 6]]",0,1,1,m,0,0,1,0,m
Junjie Sheng,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Erwan Lecarpentier,"[[6, 6, 3]]",0,1,1,m,0,1,0,1,m
Michael L. Littman,"[[6, 6, 3]]",0,1,1,m,0,0,1,0,m
Fei Wang,"[[6, 8, 3]]",0,1,1,m,1,1,0,1,m
Tiark Rompf,"[[6, 8, 3]]",0,1,1,m,0,0,1,1,m
Sung Whan Yoon,"[[3, 6, 1]]",0,1,1,m,0,1,0,1,m
Jaekyun Moon,"[[3, 6, 1]]",0,1,1,m,1,0,1,1,m
S Chandra Mouli,"[[6, 6, 3]]",0,1,1,m,1,1,0,0,m
Javier Fernández,"[[3, 8, 6]]",0,1,1,m,0,1,0,1,m
Luke Bornn,"[[3, 8, 6]]",0,1,1,m,0,0,1,1,m
Ahmed Frikha,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,f
Oriane Siméoni,"[[3, 3, 3]]",0,1,1,f,0,1,0,1,m
Guillaume Gravier,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Richard P. Wildes,"[[3, 3, 1, 3], [3, 3, 1, 3]]",0,2,2,m,0,1,1,1,m
Chong Li,"[[3, 3]]",0,1,1,m,0,1,0,1,f
Ouyu Lan*,"[[6, 6, 3]]",0,1,1,f,0,1,0,1,m
Chris Grimm,"[[6, 6, 3]]",0,1,1,m,0,1,0,1,u
Hyeungill Lee,"[[3, 3, 3]]",0,1,1,u,0,1,0,1,m
Jungwoo Lee,"[[3, 3, 3]]",0,1,1,m,1,0,1,0,m
Jin Zhang,"[[1, 3, 6]]",0,1,1,m,1,1,0,1,m
Pengfei Liu,"[[1, 3, 6]]",0,1,1,m,0,0,1,0,m
Shihui Yin,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Jungwook Choi,"[[6, 3, 3]]",0,1,1,m,1,0,1,0,m
Anton Mallasto,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,m
Augusto Gerolin,"[[1, 3, 3]]",0,1,1,m,0,0,1,1,m
Tong Yang,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Pengyu Hong,"[[3, 3, 3]]",0,1,1,m,1,0,1,0,m
Yifei Wang,"[[3, 3]]",0,1,1,m,1,1,0,1,m
Wuchen Li,"[[3, 3]]",0,1,1,m,0,0,1,0,m
Seyed Mehran Kazemi,"[[6, 1, 3, 8]]",0,1,1,m,1,1,0,1,f
Margherita Rosnati,"[[3, 1, 8]]",0,1,1,f,0,1,0,1,m
Raphaël Achddou,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Guillermo Sapiro,"[[3, 3, 3], [3, 3, 3]]",0,2,2,m,1,0,1,0,m
Shuhao Fu,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
Qifeng Chen,"[[3, 6, 3]]",0,1,1,m,0,0,1,1,m
Sebastian Pokutta,"[[1, 1, 1]]",0,1,1,m,0,0,1,0,m
Jacopo Gobbi,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,f
Andrea Passerini,"[[3, 3, 3]]",0,1,1,f,1,0,1,0,f
Sambaran Bandyopadhyay,"[[3, 6, 1]]",0,1,1,m,0,1,0,1,m
M. N. Murty,"[[3, 6, 1]]",0,1,1,m,0,0,1,1,m
Yu Gong,"[[3, 3, 3, 6]]",0,1,1,m,0,1,0,0,u
Liu Ziyin,"[[6, 3, 3]]",0,1,1,u,0,1,0,1,m
Masahito Ueda,"[[6, 3, 3]]",0,1,1,m,1,0,1,1,m
Pei-Hsin Wang,"[[3, 6, 3]]",0,1,1,u,0,1,0,0,m
Da-Cheng Juan,"[[3, 6, 3], [3, 3, 3]]",0,2,2,m,1,0,1,0,m
Tao Zheng,"[[1, 3, 1]]",0,1,1,m,0,1,0,1,u
Xin Yao,"[[1, 3, 1]]",0,1,1,u,1,0,1,1,u
Qizhe Xie,"[[8, 3, 3]]",0,1,1,m,0,1,0,0,m
Or Litany,"[[3, 8, 3]]",0,1,1,m,1,1,0,0,m
Kelong Mao,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
Zhendong Zhang,"[[1, 6, 3]]",0,1,1,m,0,1,0,0,m
Cheolkon Jung,"[[1, 6, 3]]",0,1,1,m,0,0,1,0,m
Alessandro Achille,"[[6, 8, 6]]",0,1,1,m,1,1,0,0,m
Pranav Poduval,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,m
Sumit Jain,"[[1, 3, 3]]",0,1,1,m,0,0,1,1,m
Jens Behrmann,"[[6, 3, 3]]",0,1,1,m,0,1,0,0,f
Sarah Bechtle,"[[3, 3, 6], [3, 1, 1]]",0,2,2,f,0,1,0,1,f
Franziska Meier,"[[3, 3, 6], [3, 1, 1]]",0,2,2,f,1,0,1,1,f
Guoqing Liu,"[[6, 6, 1]]",0,1,1,m,1,1,0,1,m
Yucheng Lu,"[[3, 3, 3, 8]]",0,1,1,m,0,1,0,1,m
Christopher De Sa,"[[3, 3, 3, 8]]",0,1,1,m,1,0,1,0,m
Forrest Laine,"[[3, 1, 6]]",0,1,1,m,0,1,0,1,f
Claire Tomlin,"[[3, 1, 6]]",0,1,1,f,0,0,1,0,f
Sijia Liu,"[[3, 6, 6]]",0,1,1,m,1,1,0,0,f
Una-May Obelilly,"[[3, 6, 6]]",0,1,1,f,0,0,1,1,f
J. Jon Ryu,"[[6, 6, 3, 6]]",0,1,1,m,0,1,0,1,m
Jungwon Lee,"[[6, 6, 3, 6], [3, 6, 3, 3]]",0,2,2,m,0,0,1,0,m
Sachin Vernekar,"[[3, 3, 6], [3, 3, 3]]",0,2,2,m,0,1,0,1,m
Krzysztof Czarnecki,"[[3, 3, 6], [3, 3, 3]]",0,2,2,m,0,0,1,1,m
Dogu Araci,"[[3, 3, 1, 3]]",0,1,1,m,0,1,0,1,m
Zulkuf Genc,"[[3, 3, 1, 3]]",0,1,1,m,0,0,1,1,m
Qing Jin,"[[3, 3, 1]]",0,1,1,u,0,1,0,1,m
Zhenyu Liao,"[[3, 3, 1]]",0,1,1,m,1,0,1,1,m
Mateusz Michalkiewicz,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Anders Eriksson,"[[6, 3, 3]]",0,1,1,m,0,0,1,0,m
Jeffrey Ling,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Tom Kwiatkowski,"[[3, 3, 6]]",0,1,1,m,0,0,1,0,m
Zilong Ji,"[[1, 6, 3]]",0,1,1,m,1,1,0,1,f
Si Wu,"[[1, 6, 3]]",0,1,1,f,1,0,1,1,f
David Stutz,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Emmanuel de Bézenac,"[[3, 6, 6]]",0,1,1,m,0,1,0,1,m
Hao Chen,"[[1, 3, 3]]",0,1,1,m,1,1,0,0,m
Sharan Ramjee,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,m
Aly El Gamal,"[[1, 3, 3]]",0,1,1,m,0,0,1,1,m
Kashyap Chitta,"[[6, 6, 1]]",0,1,1,m,1,1,0,1,m
Clement Farabet,"[[6, 6, 1]]",0,1,1,m,1,0,1,1,m
Baharan Mirzasoleiman,"[[8, 3, 3]]",0,1,1,f,0,1,0,0,m
Anit Kumar Sahu,"[[8, 3, 3]]",0,1,1,m,1,1,0,1,m
Paul M Scherer,"[[3, 6, 1]]",0,1,1,m,0,1,0,1,m
Shion Honda,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Mihai Suteu,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Yi-ke Guo,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Yunhao Ba,"[[6, 3, 6]]",0,1,1,m,0,1,0,1,m
Achuta Kadambi,"[[6, 3, 6]]",0,1,1,m,0,0,1,1,m
Xingyuan Chen,"[[1, 3, 1]]",0,1,1,m,0,1,0,1,m
Cheng Peng,"[[1, 1, 1]]",0,1,1,m,0,1,0,0,m
Zhouwang Yang,"[[1, 1, 1]]",0,1,1,m,0,0,1,0,m
Yannis Flet-Berliac,"[[3, 6, 6]]",0,1,1,m,1,1,0,1,m
Philippe Preux,"[[3, 6, 6]]",0,1,1,m,1,0,1,1,m
Gyuhak Kim,"[[3, 3, 3]]",0,1,1,u,0,1,0,1,m
Bing Liu,"[[3, 3, 3], [3, 3, 6]]",0,2,2,m,1,0,1,0,m
Vlad Pushkarov,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Maciej Koch-Janusz,"[[6, 3, 3]]",0,1,1,m,0,0,1,1,m
Cheng Chen,"[[3, 1, 1]]",0,1,1,f,0,1,0,1,m
Yi Zhou,"[[3, 1, 1]]",0,1,1,m,1,0,1,0,m
Nanyang Ye,"[[6, 6, 3]]",0,1,1,m,0,1,0,0,m
Zhanxing Zhu,"[[6, 6, 3]]",0,1,1,m,1,0,1,0,m
Thu Dinh*,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
Jack Xin,"[[3, 3, 1]]",0,1,1,m,0,0,1,0,m
Zijun Zhang,"[[3, 3, 3]]",0,1,1,m,0,1,0,0,m
Liam Paull,"[[3, 3, 3]]",0,1,1,m,1,0,1,1,m
Brenden K. Petersen,"[[3, 6, 1], [3, 6, 1]]",0,2,2,m,0,1,1,1,m
Konrad Zolna,"[[8, 6, 3]]",0,1,1,m,1,1,0,0,m
Nando de Freitas,"[[8, 6, 3]]",0,1,1,m,1,0,1,0,m
Simon Stepputtis,"[[6, 3, 1]]",0,1,1,m,0,1,0,1,m
Mohak Bhardwaj,"[[3, 6, 3]]",0,1,1,m,1,1,0,1,m
Byron Boots,"[[3, 6, 3]]",0,1,1,m,1,0,1,0,m
Sélim Chraibi,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
Yu Guang Wang,"[[3, 3, 3, 6]]",0,1,1,m,0,1,0,1,f
Yanan Fan,"[[3, 3, 3, 6]]",0,1,1,f,0,0,1,1,f
Li Li,"[[3, 3, 8]]",0,1,1,m,1,1,0,1,m
Patrick Riley,"[[3, 3, 8]]",0,1,1,m,1,0,1,1,m
Fetulhak Abdurahman,"[[1, 1, 1], [1, 1, 1]]",0,2,2,m,0,1,1,1,m
Hongchang Gao,"[[1, 1, 3]]",0,1,1,m,1,1,0,1,m
Heng Huang,"[[1, 1, 3], [3, 1, 3]]",0,2,2,m,1,0,1,1,m
José Mena Roldán,"[[6, 1, 1, 1]]",0,1,1,m,0,1,0,1,m
Jordi Vitrià Marca,"[[6, 1, 1, 1]]",0,1,1,m,0,0,1,1,m
Tianshuo Cong,"[[1, 1, 6]]",0,1,1,u,0,1,0,1,m
Piotr Kozakowski,"[[3, 6, 1]]",0,1,1,m,1,1,0,1,m
Afroz Mohiuddin,"[[3, 6, 1]]",0,1,1,m,1,0,1,1,m
Lechao Xiao,"[[3, 3, 3]]",0,1,1,m,1,1,0,0,m
Sam Schoenholz,"[[3, 3, 3]]",0,1,1,m,0,0,1,0,m
Walter Gerych,"[[6, 6, 3]]",0,1,1,m,1,1,0,1,m
Emmanuel Agu,"[[6, 6, 3]]",0,1,1,m,1,0,1,1,m
Paul Kim,"[[3, 1, 3]]",0,1,1,m,0,1,0,1,m
Djork-Arné Clevert,"[[3, 1, 3]]",0,1,1,m,0,0,1,0,m
Qiangxing Tian,"[[3, 3, 6]]",0,1,1,m,1,1,0,1,m
Donglin Wang,"[[3, 3, 6]]",0,1,1,m,1,0,1,1,m
Albert Zhan,"[[3, 1, 3]]",0,1,1,m,0,1,0,1,m
Chuteng Zhou,"[[3, 6, 6, 3]]",0,1,1,m,0,1,0,1,m
Paul N. Whatmough,"[[3, 6, 6, 3]]",0,1,1,m,0,0,1,1,m
Yiming Ding,"[[3, 1, 6]]",0,1,1,f,0,1,0,1,m
Chirag Agarwal,"[[1, 3, 6]]",0,1,1,m,1,1,0,1,m
Anh Nguyen,"[[1, 3, 6]]",0,1,1,m,1,0,1,0,m
Berkay Kicanaoglu,"[[8, 8, 3]]",0,1,1,m,0,1,0,1,m
Taco Cohen,"[[8, 8, 3]]",0,1,1,m,1,0,1,1,m
Masahiro Suzuki,"[[6, 3, 6]]",0,1,1,m,1,1,0,0,m
Tianyi Luo,"[[6, 1, 3]]",0,1,1,m,0,1,0,1,m
Amir Ali Moinfar,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Ali Sharifi-Zarchi,"[[6, 3, 3]]",0,1,1,m,0,0,1,1,m
Siavash Bigdeli,"[[1, 3, 6]]",0,1,1,m,0,1,0,1,m
Matthias Zwicker,"[[1, 3, 6], [1, 3, 3]]",0,2,2,m,0,0,1,1,m
Pengfei Jin,"[[3, 3, 3]]",0,1,1,u,0,1,0,1,m
Qimai Li,"[[3, 6, 6]]",0,1,1,m,0,1,0,0,f
Xiao-Ming Wu,"[[3, 6, 6]]",0,1,1,f,0,0,1,0,f
Natalia Martinez,"[[3, 3, 3]]",0,1,1,f,1,1,0,0,f
Amina Mollaysa,"[[3, 1, 6]]",0,1,1,f,0,1,0,1,m
Alexandros  Kalousis,"[[3, 1, 6]]",0,1,1,m,0,0,1,1,m
Adityanarayanan Radhakrishnan,"[[3, 3, 3]]",0,1,1,m,1,1,0,0,f
Caroline Uhler,"[[3, 3, 3]]",0,1,1,f,1,0,1,0,f
Xiaoqi Jiao,"[[8, 3, 6]]",0,1,1,u,0,1,0,1,m
Qun Liu,"[[8, 3, 6]]",0,1,1,m,1,0,1,1,m
Kun Ho Kim,"[[3, 6, 8]]",0,1,1,m,0,1,0,1,m
Pankaj Gupta,"[[6, 3, 6]]",0,1,1,m,0,1,0,0,m
Wilson Yan,"[[3, 8, 1]]",0,1,1,m,1,1,0,1,f
Rim Assouel,"[[3, 3, 3]]",0,1,1,f,0,1,0,0,m
Jaesik Yoon,"[[6, 1, 3]]",0,1,1,m,0,1,0,1,m
Zhisheng Xiao,"[[3, 3, 6]]",0,1,1,m,1,1,0,1,m
Yali Amit,"[[3, 3, 6]]",0,1,1,m,0,0,1,0,m
Aram-Alexandre Pooladian,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,m
Huishuai Zhang,"[[3, 1, 6]]",0,1,1,m,1,1,0,0,m
Tie-yan Liu,"[[3, 1, 6]]",0,1,1,m,0,0,1,0,m
Matthieu Cordonnier,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Yufei Li,"[[1, 1, 1]]",0,1,1,u,0,1,0,1,m
Chen Li,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Ben Adlam,"[[8, 3, 6]]",0,1,1,m,1,1,0,1,m
Chun-Hsing Lin,"[[6, 6, 3]]",0,1,1,m,0,1,0,1,m
Chung-Yang (Ric) Huang,"[[6, 6, 3]]",0,1,1,m,0,0,1,1,m
Long Yang,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,u
Gang Pana sample efficient policy gradient method with stochastic mirror descent.,"[[3, 3, 6]]",0,1,1,u,0,0,1,1,u
Guangzeng Xie,"[[3, 8, 6]]",0,1,1,m,0,1,0,0,m
Thomas Hartvigsen,"[[6, 6, 6]]",0,1,1,m,1,1,0,1,f
Sara Hooker,"[[3, 3, 3]]",0,1,1,f,1,1,0,0,f
Andrea Frome,"[[3, 3, 3]]",0,1,1,f,0,0,1,1,f
Zi-Niu Li,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,m
Yang Yu,"[[1, 3, 3]]",0,1,1,m,1,0,1,0,m
Gregoire Morin,"[[3, 6, 1, 3]]",0,1,1,m,0,1,0,1,m
Eyyub Sari,"[[3, 6, 1, 3]]",0,1,1,m,0,0,1,1,m
Aditya Nori,"[[3, 6, 3]]",0,1,1,m,0,0,1,0,m
Shuhan Tan,"[[6, 1, 1]]",0,1,1,m,0,1,0,1,m
Yuge Zhang,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,u
Yujing Wang,"[[3, 3, 3]]",0,1,1,u,1,0,1,1,u
Shuang Song,"[[3, 6, 3]]",0,1,1,f,0,1,0,0,m
Afshin Rostamizadeh,"[[3, 6, 3]]",0,1,1,m,1,0,1,0,m
Hongzhou Lin,"[[6, 1, 3]]",0,1,1,m,1,1,0,1,m
Qingyun Dou,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,m
Mark J.F. Gales,"[[1, 3, 3]]",0,1,1,m,0,0,1,1,m
Dongruo Zhou,"[[3, 6, 6]]",0,1,1,m,1,1,0,1,m
Srivatsan Krishnan,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Vijay Janapa Reddi,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Heechul Lim,"[[3, 1, 3, 3]]",0,1,1,m,0,1,0,1,m
Jinjun Xiong,"[[3, 1, 3, 3]]",0,1,1,m,1,0,1,0,m
Hiroaki Yamane,"[[1, 3, 1]]",0,1,1,m,0,1,0,1,m
Wei-Hsu Chen,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Hsueh-Ming Hang,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Xingkui Wei,"[[6, 6, 3]]",0,1,1,m,0,1,0,1,m
Yosuke Ueno,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Masaaki Kondo,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Chenghao Liu,"[[3, 3, 8, 6], [3, 3, 3, 3]]",0,2,2,m,1,1,0,0,m
Steven C.H. Hoi.,"[[3, 3, 8, 6]]",0,1,1,m,0,0,1,1,m
Hansi Yang,"[[3, 3, 3]]",0,1,1,u,1,1,0,1,m
Gang Niu,"[[3, 3, 3]]",0,1,1,m,1,0,1,0,m
Ayush Chopra,"[[8, 3]]",0,1,1,m,0,1,0,1,m
Vineeth Balasubramanian,"[[8, 3]]",0,1,1,m,0,0,1,0,m
Jay Nandy,"[[3, 3, 6], [3, 3, 6]]",0,2,2,m,0,1,1,1,m
Peter Flach,"[[1, 1, 6]]",0,1,1,m,1,0,1,1,m
Kengo Nakata,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Jun Deguchi,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Srinadh Bhojanapalli,"[[1, 3, 3]]",0,1,1,m,1,1,0,0,m
Rafael - Michael Karampatsis,"[[3, 3, 8]]",0,1,1,m,0,1,0,1,m
Vikas Verma,"[[3, 3, 6], [3, 3, 3]]",0,2,2,m,0,1,0,0,m
Sergey A. Shuvaev,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,m
Alexei A. Koulakov,"[[1, 3, 3]]",0,1,1,m,0,0,1,1,m
Jean-Remi King,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
David Lopez-Paz,"[[6, 3, 3]]",0,1,1,m,1,0,1,0,m
Saad Elbeleidy,"[[1, 3, 1]]",0,1,1,m,0,1,0,1,m
Feiping Nie,"[[1, 3, 1]]",0,1,1,m,0,0,1,1,m
Jiaxin Li,"[[1, 3, 1]]",0,1,1,m,0,1,0,1,m
Jinan Zhou,"[[1, 3, 1]]",0,1,1,m,0,0,1,1,m
Gregory Naitzat,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,m
Lek-Heng Lim,"[[1, 3, 3]]",0,1,1,m,0,0,1,1,m
Qi Cai,"[[3, 3, 3]]",0,1,1,f,1,1,0,1,m
Rafael Teixeira Sousa,"[[1, 3, 1]]",0,1,1,m,0,1,0,1,m
Anderson da Silva Soares,"[[1, 3, 1]]",0,1,1,m,0,0,1,1,m
Alexandre Araujo,"[[1, 3]]",0,1,1,m,0,1,0,0,m
Jamal Atif,"[[1, 3]]",0,1,1,m,0,0,1,0,m
Bao Wang,"[[3, 6, 3]]",0,1,1,m,1,1,0,0,m
Stanley J. Osher,"[[3, 6, 3]]",0,1,1,m,0,0,1,0,m
Pei Guo,"[[6, 3, 1]]",0,1,1,m,0,1,0,1,m
Ryan Farrell,"[[6, 3, 1]]",0,1,1,m,0,0,1,1,m
Tianxing He,"[[3, 3, 3], [3, 3, 6]]",0,2,2,m,1,1,0,0,m
Fuchun Peng,"[[3, 3, 6]]",0,1,1,m,0,0,1,1,m
Hung Phan,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Ali Jannesari,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Lukas Enderich,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Lukas Cavigelli,"[[1, 3, 1, 3]]",0,1,1,m,0,1,0,1,m
Luca Benini,"[[1, 3, 1, 3]]",0,1,1,m,0,0,1,1,m
Amebdkar Dukkipati,"[[3, 1, 3]]",0,1,1,m,0,0,1,1,m
Yantian Zha,"[[1, 3, 1, 3]]",0,1,1,m,0,1,0,1,m
Subbarao Kambhampati,"[[1, 3, 1, 3]]",0,1,1,m,1,0,1,1,m
Changlin Wan,"[[1, 1, 1]]",0,1,1,m,1,1,0,1,m
Chi Zhang,"[[1, 1, 1]]",0,1,1,m,1,0,1,1,m
Anton Bakhtin,"[[1, 3, 3, 1]]",0,1,1,m,1,1,0,0,m
Arthur Szlam,"[[1, 3, 3, 1], [3, 1, 3]]",0,2,2,m,1,0,1,0,m
Suri Bhasker Sri Harsha,"[[1, 1, 1]]",0,1,1,f,0,1,0,1,m
Y Kalidas,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Yunbo Wang,"[[1, 3, 3]]",0,1,1,m,0,1,0,0,m
Tan Yu,"[[6, 3, 1]]",0,1,1,m,0,1,0,1,m
Sergei Bugrov,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Ron Sun,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Valentin Khrulkov,"[[3, 1, 3], [1, 3, 3]]",0,2,2,m,1,1,0,0,m
Mihir Prabhudesai,"[[3, 3, 3], [3, 6, 3]]",0,2,2,m,1,1,0,1,f
Hsiao-Yu Fish Tung,"[[3, 6, 3]]",0,1,1,f,0,1,0,0,m
Feida Zhu,"[[1, 1, 6]]",0,1,1,m,0,1,0,1,m
Kai-Kuang Ma,"[[1, 1, 6]]",0,1,1,m,0,0,1,1,m
Agustinus Kristiadi,"[[1, 1, 3]]",0,1,1,m,1,1,0,0,f
Nannan Tian,"[[1, 3, 1]]",0,1,1,f,0,1,0,1,m
Yong Liu,"[[1, 3, 1]]",0,1,1,m,1,0,1,1,m
Min-Hye Oh,"[[3, 1, 6]]",0,1,1,m,0,1,0,1,m
Byung-Gook Park,"[[3, 1, 6]]",0,1,1,m,0,0,1,1,m
Zhenhua Chen,"[[1, 3, 3]]",0,1,1,m,0,1,0,0,m
David Crandall,"[[1, 3, 3], [1, 3, 3]]",0,2,2,m,0,0,1,0,m
Alexander Sax,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Yihui He,"[[1, 1, 6]]",0,1,1,m,0,1,0,1,m
Jianren Wang,"[[1, 1, 6]]",0,1,1,m,1,0,1,1,m
Philip H.S. Torr,"[[3, 3, 3]]",0,1,1,m,0,0,1,0,m
Vikas Gottemukkula,"[[3, 1, 1], [3, 1, 1]]",0,2,2,m,0,1,1,1,m
Léonard Hussenot,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,m
Miguel Suau,"[[1, 3, 1]]",0,1,1,m,0,1,0,1,m
Frans A. Oliehoek,"[[1, 3, 1]]",0,1,1,m,0,0,1,1,m
Yuge Huang,"[[3, 6, 3]]",0,1,1,f,0,1,0,1,m
Feiyue Huang,"[[3, 6, 3]]",0,1,1,m,0,0,1,1,m
Rongmei Lin,"[[6, 3, 3, 3]]",0,1,1,f,1,1,0,1,m
Daniel Kang*,"[[3, 3, 3]]",0,1,1,m,0,1,0,0,m
Jacob Steinhardt,"[[3, 3, 3]]",0,1,1,m,1,0,1,0,m
Yangyang Cheng,"[[3, 3, 3]]",0,1,1,f,0,1,0,1,m
Chun Yuan,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Zengming Shen,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Bailin Li,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
Guangrun Wang,"[[3, 3, 1]]",0,1,1,m,1,0,1,1,m
Bai Li,"[[3, 1, 3]]",0,1,1,m,1,1,0,0,m
Xuanqing Liu,"[[6, 1, 3]]",0,1,1,m,1,1,0,0,m
Stephen Casper,"[[8, 1, 3]]",0,1,1,m,1,1,0,1,m
Mr. Jay Hoon Jung,"[[1, 1, 3]]",0,1,1,m,0,1,0,1,m
and Prof. YoungMin Kwon,"[[1, 1, 3]]",0,1,1,m,0,0,1,1,m
Hanhan Li,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
